 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                h2            h3            he3           li6           li7           li8           li9           be7  
    180  5.987296131417E-02  3.562397E-09  2.795066E-07  3.723054E-13  8.931339E-13  9.987409E-12  1.682436E-15  1.430194E-19  2.071610E-18
    181  6.018239261751E-02  3.308171E-09  2.690367E-07  3.279361E-13  8.322835E-13  9.712912E-12  1.650249E-15  1.428472E-19  1.833014E-18
    182  6.051941164510E-02  3.050136E-09  2.579639E-07  2.852962E-13  7.702614E-13  9.418511E-12  1.615277E-15  1.426598E-19  1.602568E-18
    183  6.081686890997E-02  2.837787E-09  2.484761E-07  2.520598E-13  7.190099E-13  9.162789E-12  1.584518E-15  1.424947E-19  1.422056E-18
    184  6.107970107709E-02  2.661496E-09  2.403133E-07  2.257690E-13  6.763073E-13  8.940143E-12  1.557444E-15  1.423489E-19  1.278647E-18
    185  6.149099227918E-02  2.405430E-09  2.279361E-07  1.897413E-13  6.140333E-13  8.597584E-12  1.515215E-15  1.421211E-19  1.081107E-18
    186  6.184187848266E-02  2.204351E-09  2.177248E-07  1.632899E-13  5.649492E-13  8.310051E-12  1.479168E-15  1.419270E-19  9.352061E-19
    187  6.212841772032E-02  2.051728E-09  2.096508E-07  1.443229E-13  5.275397E-13  8.079653E-12  1.449931E-15  1.417688E-19  8.300711E-19
    188  6.241083345826E-02  1.910910E-09  2.019256E-07  1.276922E-13  4.928951E-13  7.856628E-12  1.421332E-15  1.416129E-19  7.374838E-19
    189  6.286334795077E-02  1.703865E-09  1.900246E-07  1.047955E-13  4.417109E-13  7.507942E-12  1.376026E-15  1.413636E-19  6.093024E-19
    190  6.324448148531E-02  1.545920E-09  1.804492E-07  8.860941E-14  4.024490E-13  7.222711E-12  1.338417E-15  1.411540E-19  5.181088E-19
    191  6.354755735680E-02  1.429804E-09  1.730889E-07  7.744008E-14  3.734867E-13  7.000199E-12  1.308658E-15  1.409875E-19  4.548445E-19
    192  6.382753282149E-02  1.329700E-09  1.664995E-07  6.831954E-14  3.484325E-13  6.798598E-12  1.281397E-15  1.408338E-19  4.029528E-19
    193  6.429792763326E-02  1.176180E-09  1.558990E-07  5.527071E-14  3.098189E-13  6.469529E-12  1.236324E-15  1.405761E-19  3.282913E-19
    194  6.470641913937E-02  1.056601E-09  1.471633E-07  4.591763E-14  2.795636E-13  6.193761E-12  1.197994E-15  1.403527E-19  2.744156E-19
    195  6.514351188605E-02  9.414640E-10  1.382850E-07  3.760654E-14  2.502677E-13  5.909000E-12  1.157863E-15  1.401140E-19  2.262343E-19
    196  6.551961572666E-02  8.516965E-10  1.309856E-07  3.161562E-14  2.273303E-13  5.670961E-12  1.123789E-15  1.399089E-19  1.912840E-19
    197  6.614173306661E-02  7.206381E-10  1.196234E-07  2.366602E-14  1.936382E-13  5.293281E-12  1.068794E-15  1.395704E-19  1.445566E-19
    198  6.666431851744E-02  6.256861E-10  1.107610E-07  1.852059E-14  1.690411E-13  4.992423E-12  1.024183E-15  1.392866E-19  1.140440E-19
    199  6.714973898932E-02  5.483601E-10  1.030610E-07  1.472824E-14  1.488766E-13  4.726210E-12  9.840891E-16  1.390236E-19  9.138012E-20
    200  6.763365269933E-02  4.801150E-10  9.581861E-08  1.169040E-14  1.309969E-13  4.470880E-12  9.449224E-16  1.387619E-19  7.308648E-20
    201  6.810748363549E-02  4.212633E-10  8.917474E-08  9.311835E-15  1.154832E-13  4.232548E-12  9.078150E-16  1.385061E-19  5.865568E-20
    202  6.886988901479E-02  3.410025E-10  7.937300E-08  6.444084E-15  9.415706E-14  3.873211E-12  8.508387E-16  1.380955E-19  4.109199E-20
    203  6.932442343830E-02  3.003613E-10  7.399881E-08  5.165083E-15  8.328268E-14  3.671701E-12  8.182553E-16  1.378513E-19  3.318083E-20
    204  6.977291475786E-02  2.648243E-10  6.901532E-08  4.146369E-15  7.372751E-14  3.481656E-12  7.870656E-16  1.376107E-19  2.683383E-20
    205  7.051837306122E-02  2.147344E-10  6.144150E-08  2.874982E-15  6.015762E-14  3.186931E-12  7.379056E-16  1.372118E-19  1.883842E-20
    206  7.120724846930E-02  1.768517E-10  5.516629E-08  2.047584E-15  4.980586E-14  2.936721E-12  6.953557E-16  1.368443E-19  1.357419E-20
    207  7.185571854523E-02  1.472408E-10  4.982584E-08  1.485739E-15  4.165693E-14  2.718777E-12  6.575898E-16  1.364991E-19  9.959953E-21
    208  7.250556240022E-02  1.226626E-10  4.502502E-08  1.078861E-15  3.483664E-14  2.519010E-12  6.225255E-16  1.361542E-19  7.314726E-21
    209  7.308358088908E-02  1.043889E-10  4.118072E-08  8.130255E-16  2.972810E-14  2.356225E-12  5.936520E-16  1.358480E-19  5.568887E-21
    210  7.365083251161E-02  8.918903E-11  3.775658E-08  6.168616E-16  2.545368E-14  2.208842E-12  5.672568E-16  1.355483E-19  4.268304E-21
    211  7.420607479025E-02  7.664359E-11  3.474697E-08  4.727103E-16  2.189924E-14  2.077819E-12  5.437677E-16  1.352555E-19  3.303834E-21
    212  7.477269193766E-02  6.587973E-11  3.200742E-08  3.623633E-16  1.882576E-14  1.957617E-12  5.223474E-16  1.349574E-19  2.558910E-21
    213  7.532671922740E-02  5.699435E-11  2.961282E-08  2.809324E-16  1.627276E-14  1.851824E-12  5.036591E-16  1.346666E-19  2.004224E-21
    214  7.590819975934E-02  4.920643E-11  2.740402E-08  2.170202E-16  1.401620E-14  1.754364E-12  4.869029E-16  1.343620E-19  1.565062E-21
    215  7.648106882397E-02  4.285552E-11  2.552258E-08  1.702470E-16  1.215746E-14  1.672328E-12  4.735539E-16  1.340626E-19  1.240949E-21
    216  7.706864365518E-02  3.746730E-11  2.386866E-08  1.344727E-16  1.056421E-14  1.601871E-12  4.631227E-16  1.337562E-19  9.910384E-22
    217  7.765097184480E-02  3.307312E-11  2.248702E-08  1.080464E-16  9.248912E-15  1.545528E-12  4.561981E-16  1.334532E-19  8.050276E-22
    218  7.824188421090E-02  2.943948E-11  2.133946E-08  8.811332E-17  8.142868E-15  1.502609E-12  4.530362E-16  1.331465E-19  6.638053E-22
    219  7.883216312169E-02  2.649244E-11  2.042549E-08  7.326054E-17  7.227291E-15  1.473490E-12  4.538394E-16  1.328408E-19  5.580015E-22
    220  7.934760137230E-02  2.437334E-11  1.979547E-08  6.332666E-17  6.554045E-15  1.458536E-12  4.577388E-16  1.325744E-19  4.869499E-22
    221  7.991019390762E-02  2.247708E-11  1.927857E-08  5.497128E-17  5.933009E-15  1.453543E-12  4.656675E-16  1.322843E-19  4.270708E-22
    222  8.044081450283E-02  2.102283E-11  1.893966E-08  4.890699E-17  5.437514E-15  1.459288E-12  4.767395E-16  1.320113E-19  3.836201E-22
    223  8.103419684334E-02  1.970866E-11  1.871072E-08  4.368217E-17  4.967069E-15  1.476990E-12  4.932588E-16  1.317066E-19  3.462990E-22
    224  8.158988408622E-02  1.873991E-11  1.863433E-08  3.997633E-17  4.594179E-15  1.504686E-12  5.130425E-16  1.314219E-19  3.200624E-22
    225  8.219791245697E-02  1.793318E-11  1.869623E-08  3.696686E-17  4.248598E-15  1.547612E-12  5.398777E-16  1.311111E-19  2.991591E-22
    226  8.273529679330E-02  1.740771E-11  1.886720E-08  3.502238E-17  3.987401E-15  1.596484E-12  5.683700E-16  1.308370E-19  2.861185E-22
    227  8.327310875316E-02  1.702968E-11  1.913570E-08  3.360021E-17  3.759154E-15  1.655395E-12  6.015471E-16  1.305633E-19  2.771220E-22
    228  8.381967664174E-02  1.676760E-11  1.949078E-08  3.255770E-17  3.553344E-15  1.724639E-12  6.399972E-16  1.302857E-19  2.711456E-22
    229  8.442137901789E-02  1.657722E-11  1.994641E-08  3.170838E-17  3.347827E-15  1.809719E-12  6.873855E-16  1.299808E-19  2.669375E-22
    230  8.496109010092E-02  1.645275E-11  2.038220E-08  3.106917E-17  3.175015E-15  1.891651E-12  7.337883E-16  1.297079E-19  2.641339E-22
    231  8.556251684447E-02  1.632767E-11  2.086461E-08  3.036575E-17  2.989486E-15  1.986354E-12  7.889608E-16  1.294045E-19  2.610215E-22
    232  8.609514523980E-02  1.619966E-11  2.126289E-08  2.966195E-17  2.827979E-15  2.070775E-12  8.400395E-16  1.291363E-19  2.575025E-22
    233  8.668730402486E-02  1.601294E-11  2.165061E-08  2.872365E-17  2.649474E-15  2.162850E-12  8.983953E-16  1.288389E-19  2.521360E-22
    234  8.725638446658E-02  1.577319E-11  2.195150E-08  2.763369E-17  2.478385E-15  2.247523E-12  9.552166E-16  1.285537E-19  2.451844E-22
    235  8.784892152766E-02  1.545042E-11  2.217644E-08  2.629376E-17  2.301088E-15  2.329731E-12  1.014271E-15  1.282574E-19  2.359236E-22
    236  8.837914431516E-02  1.509513E-11  2.229538E-08  2.493010E-17  2.144020E-15  2.396981E-12  1.066441E-15  1.279929E-19  2.259440E-22
    237  8.927467123273E-02  1.435730E-11  2.231593E-08  2.234697E-17  1.885096E-15  2.495076E-12  1.151929E-15  1.275473E-19  2.059951E-22
    238  9.009385267910E-02  1.355427E-11  2.214419E-08  1.980170E-17  1.659301E-15  2.566494E-12  1.226173E-15  1.271411E-19  1.853710E-22
    239  9.088007009323E-02  1.270210E-11  2.183113E-08  1.733442E-17  1.456301E-15  2.619350E-12  1.293680E-15  1.267524E-19  1.646887E-22
    240  9.160938796651E-02  1.187610E-11  2.143835E-08  1.513270E-17  1.282611E-15  2.656447E-12  1.353460E-15  1.263930E-19  1.457489E-22
    241  9.231864750676E-02  1.107238E-11  2.099207E-08  1.314816E-17  1.128756E-15  2.684315E-12  1.410067E-15  1.260444E-19  1.283313E-22
    242  9.335415502949E-02  9.954151E-12  2.029011E-08  1.062124E-17  9.321281E-16  2.717687E-12  1.493468E-15  1.255371E-19  1.057183E-22
    243  9.429165011748E-02  9.049041E-12  1.966944E-08  8.754917E-18  7.825303E-16  2.748995E-12  1.574485E-15  1.250797E-19  8.872910E-23
    244  9.514750284226E-02  8.336443E-12  1.916148E-08  7.387109E-18  6.677837E-16  2.785771E-12  1.657724E-15  1.246635E-19  7.614359E-23
    245  9.592869681963E-02  7.788663E-12  1.877082E-08  6.387181E-18  5.792858E-16  2.830734E-12  1.744974E-15  1.242848E-19  6.688953E-23
    246  9.638259128200E-02  7.513455E-12  1.857952E-08  5.898903E-18  5.340887E-16  2.863057E-12  1.801768E-15  1.240654E-19  6.236390E-23
    247  9.686466198075E-02  7.254512E-12  1.840608E-08  5.445154E-18  4.905678E-16  2.902893E-12  1.867663E-15  1.238327E-19  5.816031E-23
    248  9.745016881397E-02  6.982963E-12  1.823629E-08  4.971796E-18  4.432634E-16  2.959400E-12  1.956218E-15  1.235507E-19  5.378547E-23
    249  9.798964068785E-02  6.770431E-12  1.811735E-08  4.599415E-18  4.044134E-16  3.019621E-12  2.046805E-15  1.232914E-19  5.035994E-23
    250  9.892639389759E-02  6.475536E-12  1.798836E-08  4.069050E-18  3.460734E-16  3.143313E-12  2.226693E-15  1.228425E-19  4.552889E-23
    251  9.977784733458E-02  6.277986E-12  1.794626E-08  3.687365E-18  3.014352E-16  3.276964E-12  2.417523E-15  1.224358E-19  4.211232E-23
    252  1.005622893962E-01  6.143726E-12  1.796010E-08  3.398608E-18  2.660192E-16  3.418261E-12  2.618981E-15  1.220624E-19  3.958368E-23
    253  1.013070552067E-01  6.051771E-12  1.801161E-08  3.167470E-18  2.366456E-16  3.568356E-12  2.835029E-15  1.217089E-19  3.760830E-23
    254  1.019791947326E-01  5.992898E-12  1.808425E-08  2.986722E-18  2.131385E-16  3.717304E-12  3.052716E-15  1.213908E-19  3.610236E-23
    255  1.025982572428E-01  5.955472E-12  1.816835E-08  2.838614E-18  1.936574E-16  3.865774E-12  3.273759E-15  1.210985E-19  3.489806E-23
    256  1.032644197032E-01  5.930474E-12  1.827448E-08  2.695355E-18  1.747584E-16  4.037825E-12  3.535517E-15  1.207848E-19  3.376123E-23
    257  1.039121745974E-01  5.918841E-12  1.838934E-08  2.568868E-18  1.581763E-16  4.217475E-12  3.815745E-15  1.204805E-19  3.278151E-23
    258  1.045193471709E-01  5.917361E-12  1.850527E-08  2.459663E-18  1.440612E-16  4.397258E-12  4.103487E-15  1.201960E-19  3.195392E-23
    259  1.051181778144E-01  5.923753E-12  1.862542E-08  2.359404E-18  1.313667E-16  4.585461E-12  4.412854E-15  1.199160E-19  3.120779E-23
    260  1.056826419982E-01  5.935722E-12  1.874358E-08  2.270712E-18  1.204120E-16  4.773394E-12  4.730002E-15  1.196527E-19  3.055853E-23
    261  1.062431336111E-01  5.952535E-12  1.886337E-08  2.187220E-18  1.104028E-16  4.970255E-12  5.071214E-15  1.193918E-19  2.995526E-23
    262  1.068146627648E-01  5.974075E-12  1.898803E-08  2.106324E-18  1.010302E-16  5.181948E-12  5.448410E-15  1.191264E-19  2.937657E-23
    263  1.073656177930E-01  5.998451E-12  1.910954E-08  2.031841E-18  9.272436E-17  5.396785E-12  5.842173E-15  1.188711E-19  2.884715E-23
    264  1.079139362418E-01  6.025409E-12  1.923121E-08  1.960612E-18  8.509929E-17  5.621791E-12  6.266188E-15  1.186176E-19  2.834316E-23
    265  1.084202130578E-01  6.052333E-12  1.934266E-08  1.897021E-18  7.858692E-17  5.839333E-12  6.687794E-15  1.183839E-19  2.789216E-23
    266  1.089957947327E-01  6.084596E-12  1.946827E-08  1.826966E-18  7.175689E-17  6.098586E-12  7.205149E-15  1.181189E-19  2.739189E-23
    267  1.095139929398E-01  6.114420E-12  1.957970E-08  1.765617E-18  6.608642E-17  6.343314E-12  7.708387E-15  1.178808E-19  2.694871E-23
    268  1.100036617482E-01  6.142776E-12  1.968221E-08  1.708808E-18  6.110592E-17  6.584616E-12  8.218867E-15  1.176562E-19  2.653196E-23
    269  1.105581599754E-01  6.174682E-12  1.979443E-08  1.645688E-18  5.588623E-17  6.869688E-12  8.840622E-15  1.174024E-19  2.605854E-23
    270  1.111738162549E-01  6.209256E-12  1.991434E-08  1.577008E-18  5.057632E-17  7.201672E-12  9.590137E-15  1.171213E-19  2.552890E-23
    271  1.117276452796E-01  6.239269E-12  2.001811E-08  1.516446E-18  4.619505E-17  7.515379E-12  1.032310E-14  1.168690E-19  2.504914E-23
    272  1.122547306619E-01  6.267108E-12  2.011282E-08  1.459922E-18  4.235122E-17  7.827418E-12  1.107626E-14  1.166294E-19  2.458925E-23
    273  1.128196390807E-01  6.296468E-12  2.021059E-08  1.400717E-18  3.856276E-17  8.177274E-12  1.194897E-14  1.163731E-19  2.409501E-23
    274  1.134172103791E-01  6.327130E-12  2.031135E-08  1.339835E-18  3.489949E-17  8.566521E-12  1.295394E-14  1.161026E-19  2.357463E-23
    275  1.139661173569E-01  6.355222E-12  2.040081E-08  1.285494E-18  3.181843E-17  8.942251E-12  1.395771E-14  1.158547E-19  2.309963E-23
    276  1.145721141816E-01  6.386239E-12  2.049715E-08  1.227363E-18  2.871468E-17  9.378418E-12  1.516410E-14  1.155816E-19  2.257950E-23
    277  1.151138636995E-01  6.413967E-12  2.058117E-08  1.177050E-18  2.618349E-17  9.788371E-12  1.633799E-14  1.153381E-19  2.211865E-23
    278  1.160623872824E-01  6.462358E-12  2.072319E-08  1.092575E-18  2.224026E-17  1.055596E-11  1.863774E-14  1.149128E-19  2.132303E-23
    279  1.166131253687E-01  6.490395E-12  2.080261E-08  1.045613E-18  2.021448E-17  1.103182E-11  2.013033E-14  1.146666E-19  2.086550E-23
    280  1.171578902390E-01  6.518055E-12  2.087902E-08  1.000656E-18  1.838188E-17  1.152605E-11  2.173411E-14  1.144236E-19  2.041754E-23
    281  1.179966344325E-01  6.560415E-12  2.099250E-08  9.342645E-19  1.585796E-17  1.233650E-11  2.447983E-14  1.140505E-19  1.973729E-23
    282  1.184626561866E-01  6.583858E-12  2.105348E-08  8.988472E-19  1.460084E-17  1.281373E-11  2.616406E-14  1.138438E-19  1.936324E-23
    283  1.189221956404E-01  6.606985E-12  2.111211E-08  8.649418E-19  1.345394E-17  1.330425E-11  2.794695E-14  1.136402E-19  1.899781E-23
    284  1.197605220964E-01  6.648993E-12  2.121543E-08  8.056208E-19  1.157252E-17  1.425495E-11  3.154776E-14  1.132698E-19  1.834158E-23
    285  1.205341475296E-01  6.687750E-12  2.130658E-08  7.537533E-19  1.005941E-17  1.519891E-11  3.531345E-14  1.129291E-19  1.774610E-23
    286  1.212540834288E-01  6.723924E-12  2.138790E-08  7.079038E-19  8.819537E-18  1.614026E-11  3.925398E-14  1.126130E-19  1.720235E-23
    287  1.219299358624E-01  6.758043E-12  2.146116E-08  6.669282E-19  7.786900E-18  1.708345E-11  4.338534E-14  1.123170E-19  1.670146E-23
    288  1.225766858039E-01  6.790932E-12  2.152851E-08  6.295533E-19  6.907179E-18  1.804285E-11  4.777530E-14  1.120345E-19  1.623043E-23
    289  1.231854533608E-01  6.822250E-12  2.158954E-08  5.959653E-19  6.164598E-18  1.900136E-11  5.234582E-14  1.117692E-19  1.579563E-23
    290  1.237219182154E-01  6.850063E-12  2.164126E-08  5.676126E-19  5.572835E-18  1.989310E-11  5.676257E-14  1.115359E-19  1.541928E-23
    291  1.242404039059E-01  6.877294E-12  2.168955E-08  5.412949E-19  5.052649E-18  2.079864E-11  6.140986E-14  1.113110E-19  1.506124E-23
    292  1.248086455930E-01  6.907512E-12  2.174047E-08  5.136377E-19  4.535540E-18  2.184345E-11  6.697299E-14  1.110649E-19  1.467546E-23
    293  1.253177247642E-01  6.934973E-12  2.178443E-08  4.898835E-19  4.114078E-18  2.283028E-11  7.242006E-14  1.108450E-19  1.433672E-23
    294  1.258810647447E-01  6.965863E-12  2.183108E-08  4.646871E-19  3.691206E-18  2.397937E-11  7.900140E-14  1.106021E-19  1.396810E-23
    295  1.264205598797E-01  6.995932E-12  2.187392E-08  4.416036E-19  3.325407E-18  2.513924E-11  8.590313E-14  1.103700E-19  1.362130E-23
    296  1.270317883483E-01  7.030691E-12  2.192017E-08  4.166326E-19  2.951844E-18  2.652971E-11  9.451256E-14  1.101076E-19  1.323641E-23
    297  1.275757308169E-01  7.062286E-12  2.195939E-08  3.954358E-19  2.652883E-18  2.783902E-11  1.029523E-13  1.098746E-19  1.290079E-23
    298  1.286048671531E-01  7.123823E-12  2.202800E-08  3.578386E-19  2.164484E-18  3.051261E-11  1.211901E-13  1.094352E-19  1.228214E-23
    299  1.290949488661E-01  7.153944E-12  2.205816E-08  3.410418E-19  1.962462E-18  3.188565E-11  1.310666E-13  1.092265E-19  1.199522E-23
    300  1.295345101683E-01  7.181570E-12  2.208384E-08  3.265572E-19  1.796678E-18  3.317449E-11  1.406543E-13  1.090397E-19  1.174235E-23
    301  1.303954523490E-01  7.237253E-12  2.212971E-08  2.997157E-19  1.509979E-18  3.586433E-11  1.616499E-13  1.086748E-19  1.125787E-23
    302  1.308549873199E-01  7.267919E-12  2.215204E-08  2.861965E-19  1.374933E-18  3.739883E-11  1.742084E-13  1.084805E-19  1.100601E-23
    303  1.312776310019E-01  7.297010E-12  2.217136E-08  2.742419E-19  1.260875E-18  3.887399E-11  1.866783E-13  1.083021E-19  1.077868E-23
    304  1.320787884157E-01  7.354456E-12  2.220457E-08  2.527990E-19  1.069108E-18  4.184568E-11  2.129806E-13  1.079647E-19  1.035822E-23
    305  1.327308179063E-01  7.403810E-12  2.222886E-08  2.365017E-19  9.337300E-19  4.444983E-11  2.373004E-13  1.076909E-19  1.002791E-23
    306  1.333821207310E-01  7.456265E-12  2.225107E-08  2.212013E-19  8.147321E-19  4.723235E-11  2.645762E-13  1.074182E-19  9.708764E-24
    307  1.339749669338E-01  7.506795E-12  2.226956E-08  2.080950E-19  7.192497E-19  4.993059E-11  2.922996E-13  1.071705E-19  9.427305E-24
    308  1.345530840576E-01  7.558942E-12  2.228603E-08  1.960282E-19  6.364300E-19  5.272718E-11  3.223328E-13  1.069295E-19  9.161506E-24
    309  1.351098094661E-01  7.612115E-12  2.230030E-08  1.850392E-19  5.651690E-19  5.558665E-11  3.543884E-13  1.066979E-19  8.913633E-24
    310  1.359304916944E-01  7.695731E-12  2.231825E-08  1.699077E-19  4.740040E-19  6.011247E-11  4.079247E-13  1.063575E-19  8.561170E-24
    311  1.363572082699E-01  7.741734E-12  2.232597E-08  1.625177E-19  4.323385E-19  6.262324E-11  4.390861E-13  1.061809E-19  8.383854E-24
    312  1.367788244083E-01  7.789210E-12  2.233248E-08  1.555167E-19  3.944907E-19  6.522083E-11  4.723943E-13  1.060067E-19  8.213193E-24
    313  1.375777712339E-01  7.884390E-12  2.234122E-08  1.430325E-19  3.313580E-19  7.046552E-11  5.430174E-13  1.056774E-19  7.899842E-24
    314  1.380438267916E-01  7.943140E-12  2.234420E-08  1.362044E-19  2.991840E-19  7.373174E-11  5.892634E-13  1.054858E-19  7.722901E-24
    315  1.384690951451E-01  7.999202E-12  2.234544E-08  1.302472E-19  2.723593E-19  7.686015E-11  6.351413E-13  1.053112E-19  7.565868E-24
    316  1.391087445178E-01  8.087982E-12  2.234462E-08  1.217589E-19  2.362772E-19  8.183992E-11  7.113841E-13  1.050492E-19  7.336678E-24
    317  1.397002518981E-01  8.174957E-12  2.234090E-08  1.143911E-19  2.070766E-19  8.675086E-11  7.904494E-13  1.048076E-19  7.131612E-24
    318  1.402705851668E-01  8.263715E-12  2.233454E-08  1.077005E-19  1.822111E-19  9.178829E-11  8.754935E-13  1.045750E-19  6.940433E-24
    319  1.408634912375E-01  8.361608E-12  2.232489E-08  1.011522E-19  1.593366E-19  9.736772E-11  9.742706E-13  1.043339E-19  6.748786E-24
    320  1.414089642241E-01  8.456758E-12  2.231328E-08  9.547686E-20  1.407811E-19  1.028184E-10  1.075465E-12  1.041125E-19  6.578087E-24
    321  1.419220762512E-01  8.551054E-12  2.229998E-08  9.042779E-20  1.252694E-19  1.082405E-10  1.180709E-12  1.039047E-19  6.422280E-24
    322  1.422771704232E-01  8.619331E-12  2.228918E-08  8.709015E-20  1.154697E-19  1.121781E-10  1.259923E-12  1.037611E-19  6.317691E-24
    323  1.426029315631E-01  8.684245E-12  2.227840E-08  8.413767E-20  1.071266E-19  1.159275E-10  1.337533E-12  1.036296E-19  6.223853E-24
    324  1.430135230101E-01  8.769101E-12  2.226304E-08  8.055764E-20  9.744659E-20  1.208405E-10  1.442501E-12  1.034640E-19  6.108010E-24
    325  1.434683796643E-01  8.867291E-12  2.224424E-08  7.677190E-20  8.772855E-20  1.265398E-10  1.568880E-12  1.032809E-19  5.983005E-24
    326  1.440315208021E-01  8.995366E-12  2.221798E-08  7.233364E-20  7.699773E-20  1.339937E-10  1.741579E-12  1.030547E-19  5.833140E-24
    327  1.445490332405E-01  9.120092E-12  2.219095E-08  6.848684E-20  6.822820E-20  1.412695E-10  1.918073E-12  1.028472E-19  5.700829E-24
    328  1.451370980342E-01  9.270077E-12  2.215673E-08  6.436888E-20  5.945742E-20  1.500415E-10  2.141429E-12  1.026119E-19  5.555562E-24
    329  1.457052374241E-01  9.423745E-12  2.212007E-08  6.063245E-20  5.205502E-20  1.590552E-10  2.382955E-12  1.023852E-19  5.420192E-24
    330  1.463107957421E-01  9.598275E-12  2.207691E-08  5.689573E-20  4.513092E-20  1.693144E-10  2.672307E-12  1.021440E-19  5.282098E-24
    331  1.468752132891E-01  9.771209E-12  2.203309E-08  5.362825E-20  3.949976E-20  1.795061E-10  2.975106E-12  1.019198E-19  5.158384E-24
    332  1.475510939381E-01  9.991934E-12  2.197587E-08  4.996963E-20  3.368434E-20  1.925513E-10  3.385120E-12  1.016519E-19  5.015829E-24
    333  1.481899111058E-01  1.021570E-11  2.191663E-08  4.675052E-20  2.896184E-20  2.058157E-10  3.827385E-12  1.013993E-19  4.887471E-24
    334  1.491767377555E-01  1.059227E-11  2.181558E-08  4.219578E-20  2.294673E-20  2.282184E-10  4.632604E-12  1.010104E-19  4.699835E-24
    335  1.497116139607E-01  1.081270E-11  2.175575E-08  3.992568E-20  2.024637E-20  2.413946E-10  5.140527E-12  1.008002E-19  4.602858E-24
    336  1.502421520731E-01  1.104466E-11  2.169258E-08  3.779920E-20  1.787681E-20  2.552844E-10  5.702728E-12  1.005922E-19  4.510861E-24
    337  1.509052103900E-01  1.135282E-11  2.160842E-08  3.530692E-20  1.532533E-20  2.737995E-10  6.495894E-12  1.003328E-19  4.400044E-24
    338  1.515352476696E-01  1.166528E-11  2.152287E-08  3.309759E-20  1.326828E-20  2.926523E-10  7.355110E-12  1.000870E-19  4.298707E-24
    339  1.521327102765E-01  1.198180E-11  2.143635E-08  3.113612E-20  1.158418E-20  3.118154E-10  8.280549E-12  9.985437E-20  4.207124E-24
    340  1.526678407657E-01  1.228200E-11  2.135449E-08  2.948185E-20  1.027989E-20  3.300622E-10  9.211514E-12  9.964651E-20  4.127795E-24
    341  1.532481602429E-01  1.262603E-11  2.126096E-08  2.778996E-20  9.058046E-21  3.510596E-10  1.034338E-11  9.942158E-20  4.044237E-24
    342  1.535863948111E-01  1.283596E-11  2.120405E-08  2.685057E-20  8.426162E-21  3.639195E-10  1.106844E-11  9.929072E-20  3.996868E-24
    343  1.538995751697E-01  1.303750E-11  2.114968E-08  2.601019E-20  7.884738E-21  3.762878E-10  1.178792E-11  9.916970E-20  3.954226E-24
    344  1.546020187628E-01  1.351263E-11  2.102180E-08  2.422087E-20  6.824128E-21  4.055673E-10  1.358122E-11  9.889881E-20  3.860816E-24
    345  1.552062305672E-01  1.394773E-11  2.090538E-08  2.278237E-20  6.062011E-21  4.325385E-10  1.534599E-11  9.866638E-20  3.782798E-24
    346  1.557875935888E-01  1.439214E-11  2.078723E-08  2.147995E-20  5.435681E-21  4.602223E-10  1.726878E-11  9.844327E-20  3.710267E-24
    347  1.566447447202E-01  1.509505E-11  2.060179E-08  1.969397E-20  4.678219E-21  5.042925E-10  2.056576E-11  9.811523E-20  3.606830E-24
    348  1.574294426159E-01  1.578944E-11  2.042020E-08  1.818795E-20  4.133183E-21  5.481937E-10  2.414419E-11  9.781588E-20  3.514545E-24
    349  1.581710514975E-01  1.649643E-11  2.023716E-08  1.686849E-20  3.719632E-21  5.932200E-10  2.811759E-11  9.753381E-20  3.430348E-24
    350  1.588328903187E-01  1.716801E-11  2.006473E-08  1.576847E-20  3.424511E-21  6.363286E-10  3.221934E-11  9.728276E-20  3.356098E-24
    351  1.594606073659E-01  1.784287E-11  1.989296E-08  1.478789E-20  3.197840E-21  6.799631E-10  3.667038E-11  9.704525E-20  3.286515E-24
    352  1.600565792087E-01  1.852088E-11  1.972191E-08  1.391001E-20  3.022215E-21  7.240995E-10  4.147954E-11  9.682030E-20  3.221591E-24
    353  1.607059625219E-01  1.929917E-11  1.952719E-08  1.300764E-20  2.870670E-21  7.751593E-10  4.744297E-11  9.657577E-20  3.150741E-24
    354  1.613957576202E-01  2.017369E-11  1.931061E-08  1.210728E-20  2.747601E-21  8.330223E-10  5.472684E-11  9.631670E-20  3.075554E-24
    355  1.620398820205E-01  2.103866E-11  1.909877E-08  1.131742E-20  2.661675E-21  8.907301E-10  6.255302E-11  9.607542E-20  3.005809E-24
    356  1.627691861850E-01  2.207119E-11  1.884871E-08  1.047757E-20  2.594199E-21  9.602827E-10  7.276585E-11  9.580295E-20  2.925816E-24
    357  1.634667099868E-01  2.311559E-11  1.859900E-08  9.725289E-21  2.553801E-21  1.031348E-09  8.409722E-11  9.554308E-20  2.848811E-24
    358  1.645369737572E-01  2.482756E-11  1.819626E-08  8.659656E-21  2.528997E-21  1.149400E-09  1.050070E-10  9.514572E-20  2.728774E-24
    359  1.651200899964E-01  2.581396E-11  1.796778E-08  8.121676E-21  2.531056E-21  1.218353E-09  1.184849E-10  9.492992E-20  2.661808E-24
