 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                pos           vel           temp          den           pres          ener          entr          cs
    180  5.987296131417E-02  0.000000E+00  0.000000E+00  5.495093E+09  4.977902E+05  5.724858E+24  7.068950E+19  9.623501E+09  3.838168E+09
    181  6.018239261751E-02  0.000000E+00  0.000000E+00  5.478116E+09  4.931906E+05  5.650457E+24  7.069061E+19  9.619770E+09  3.831217E+09
    182  6.051941164510E-02  0.000000E+00  0.000000E+00  5.459684E+09  4.882293E+05  5.570501E+24  7.069185E+19  9.615680E+09  3.823652E+09
    183  6.081686890997E-02  0.000000E+00  0.000000E+00  5.443468E+09  4.838919E+05  5.500857E+24  7.069296E+19  9.612046E+09  3.816982E+09
    184  6.107970107709E-02  0.000000E+00  0.000000E+00  5.429180E+09  4.800914E+05  5.440034E+24  7.069395E+19  9.608817E+09  3.811094E+09
    185  6.149099227918E-02  0.000000E+00  0.000000E+00  5.406896E+09  4.742041E+05  5.346185E+24  7.069554E+19  9.603730E+09  3.801895E+09
    186  6.184187848266E-02  0.000000E+00  0.000000E+00  5.387957E+09  4.692385E+05  5.267384E+24  7.069691E+19  9.599357E+09  3.794060E+09
    187  6.212841772032E-02  0.000000E+00  0.000000E+00  5.372541E+09  4.652222E+05  5.203887E+24  7.069806E+19  9.595764E+09  3.787672E+09
    188  6.241083345826E-02  0.000000E+00  0.000000E+00  5.357389E+09  4.612972E+05  5.142042E+24  7.069920E+19  9.592204E+09  3.781383E+09
    189  6.286334795077E-02  0.000000E+00  0.000000E+00  5.333201E+09  4.550772E+05  5.044455E+24  7.070105E+19  9.586458E+09  3.771320E+09
    190  6.324448148531E-02  0.000000E+00  0.000000E+00  5.312913E+09  4.499035E+05  4.963676E+24  7.070264E+19  9.581581E+09  3.762856E+09
    191  6.354755735680E-02  0.000000E+00  0.000000E+00  5.296835E+09  4.458314E+05  4.900346E+24  7.070392E+19  9.577678E+09  3.756129E+09
    192  6.382753282149E-02  0.000000E+00  0.000000E+00  5.282026E+09  4.421024E+05  4.842544E+24  7.070511E+19  9.574053E+09  3.749916E+09
    193  6.429792763326E-02  0.000000E+00  0.000000E+00  5.257238E+09  4.359074E+05  4.746916E+24  7.070713E+19  9.567920E+09  3.739475E+09
    194  6.470641913937E-02  0.000000E+00  0.000000E+00  5.235807E+09  4.305980E+05  4.665390E+24  7.070891E+19  9.562552E+09  3.730429E+09
    195  6.514351188605E-02  0.000000E+00  0.000000E+00  5.212971E+09  4.249885E+05  4.579686E+24  7.071083E+19  9.556764E+09  3.720767E+09
    196  6.551961572666E-02  0.000000E+00  0.000000E+00  5.193402E+09  4.202203E+05  4.507171E+24  7.071249E+19  9.551748E+09  3.712456E+09
    197  6.614173306661E-02  0.000000E+00  0.000000E+00  5.161193E+09  4.124502E+05  4.389662E+24  7.071527E+19  9.543378E+09  3.698702E+09
    198  6.666431851744E-02  0.000000E+00  0.000000E+00  5.134292E+09  4.060345E+05  4.293252E+24  7.071761E+19  9.536277E+09  3.687141E+09
    199  6.714973898932E-02  0.000000E+00  0.000000E+00  5.109429E+09  4.001644E+05  4.205542E+24  7.071980E+19  9.529623E+09  3.676399E+09
    200  6.763365269933E-02  0.000000E+00  0.000000E+00  5.084764E+09  3.943970E+05  4.119843E+24  7.072198E+19  9.522933E+09  3.665694E+09
    201  6.810748363549E-02  0.000000E+00  0.000000E+00  5.060728E+09  3.888303E+05  4.037586E+24  7.072413E+19  9.516328E+09  3.655222E+09
    202  6.886988901479E-02  0.000000E+00  0.000000E+00  5.022291E+09  3.800379E+05  3.908607E+24  7.072757E+19  9.505588E+09  3.638405E+09
    203  6.932442343830E-02  0.000000E+00  0.000000E+00  4.999515E+09  3.748908E+05  3.833653E+24  7.072962E+19  9.499119E+09  3.628404E+09
    204  6.977291475786E-02  0.000000E+00  0.000000E+00  4.977143E+09  3.698806E+05  3.761086E+24  7.073164E+19  9.492688E+09  3.618556E+09
    205  7.051837306122E-02  0.000000E+00  0.000000E+00  4.940178E+09  3.617004E+05  3.643454E+24  7.073499E+19  9.481895E+09  3.602230E+09
    206  7.120724846930E-02  0.000000E+00  0.000000E+00  4.906263E+09  3.543022E+05  3.537966E+24  7.073807E+19  9.471806E+09  3.587176E+09
    207  7.185571854523E-02  0.000000E+00  0.000000E+00  4.874551E+09  3.474761E+05  3.441390E+24  7.074095E+19  9.462206E+09  3.573013E+09
    208  7.250556240022E-02  0.000000E+00  0.000000E+00  4.842976E+09  3.407676E+05  3.347206E+24  7.074383E+19  9.452484E+09  3.558847E+09
    209  7.308358088908E-02  0.000000E+00  0.000000E+00  4.815064E+09  3.349094E+05  3.265565E+24  7.074638E+19  9.443752E+09  3.546276E+09
    210  7.365083251161E-02  0.000000E+00  0.000000E+00  4.787828E+09  3.292583E+05  3.187327E+24  7.074888E+19  9.435102E+09  3.533938E+09
    211  7.420607479025E-02  0.000000E+00  0.000000E+00  4.761317E+09  3.238192E+05  3.112504E+24  7.075133E+19  9.426558E+09  3.521854E+09
    212  7.477269193766E-02  0.000000E+00  0.000000E+00  4.734415E+09  3.183613E+05  3.037904E+24  7.075383E+19  9.417757E+09  3.509518E+09
    213  7.532671922740E-02  0.000000E+00  0.000000E+00  4.708258E+09  3.131136E+05  2.966645E+24  7.075629E+19  9.409069E+09  3.497459E+09
    214  7.590819975934E-02  0.000000E+00  0.000000E+00  4.680959E+09  3.076989E+05  2.893610E+24  7.075889E+19  9.399860E+09  3.484815E+09
    215  7.648106882397E-02  0.000000E+00  0.000000E+00  4.654220E+09  3.024559E+05  2.823382E+24  7.076150E+19  9.390692E+09  3.472381E+09
    216  7.706864365518E-02  0.000000E+00  0.000000E+00  4.626953E+09  2.971712E+05  2.753092E+24  7.076424E+19  9.381188E+09  3.459657E+09
    217  7.765097184480E-02  0.000000E+00  0.000000E+00  4.600088E+09  2.920247E+05  2.685130E+24  7.076705E+19  9.371662E+09  3.447078E+09
    218  7.824188421090E-02  0.000000E+00  0.000000E+00  4.572985E+09  2.868935E+05  2.617851E+24  7.077002E+19  9.361881E+09  3.434343E+09
    219  7.883216312169E-02  0.000000E+00  0.000000E+00  4.546072E+09  2.818578E+05  2.552293E+24  7.077314E+19  9.351990E+09  3.421641E+09
    220  7.934760137230E-02  0.000000E+00  0.000000E+00  4.522700E+09  2.775329E+05  2.496354E+24  7.077602E+19  9.343248E+09  3.410556E+09
    221  7.991019390762E-02  0.000000E+00  0.000000E+00  4.497327E+09  2.728881E+05  2.436657E+24  7.077934E+19  9.333592E+09  3.398459E+09
    222  8.044081450283E-02  0.000000E+00  0.000000E+00  4.473526E+09  2.685785E+05  2.381642E+24  7.078265E+19  9.324373E+09  3.387080E+09
    223  8.103419684334E-02  0.000000E+00  0.000000E+00  4.447060E+09  2.638397E+05  2.321551E+24  7.078656E+19  9.313933E+09  3.374364E+09
    224  8.158988408622E-02  0.000000E+00  0.000000E+00  4.422416E+09  2.594778E+05  2.266606E+24  7.079042E+19  9.304034E+09  3.362449E+09
    225  8.219791245697E-02  0.000000E+00  0.000000E+00  4.395608E+09  2.547876E+05  2.207924E+24  7.079484E+19  9.293069E+09  3.349402E+09
    226  8.273529679330E-02  0.000000E+00  0.000000E+00  4.372051E+09  2.507130E+05  2.157287E+24  7.079887E+19  9.283267E+09  3.337869E+09
    227  8.327310875316E-02  0.000000E+00  0.000000E+00  4.348600E+09  2.467003E+05  2.107740E+24  7.080300E+19  9.273359E+09  3.326333E+09
    228  8.381967664174E-02  0.000000E+00  0.000000E+00  4.324897E+09  2.426881E+05  2.058526E+24  7.080726E+19  9.263197E+09  3.314625E+09
    229  8.442137901789E-02  0.000000E+00  0.000000E+00  4.298952E+09  2.383467E+05  2.005650E+24  7.081199E+19  9.251908E+09  3.301761E+09
    230  8.496109010092E-02  0.000000E+00  0.000000E+00  4.275813E+09  2.345186E+05  1.959360E+24  7.081624E+19  9.241696E+09  3.290251E+09
    231  8.556251684447E-02  0.000000E+00  0.000000E+00  4.250174E+09  2.303252E+05  1.909014E+24  7.082099E+19  9.230224E+09  3.277457E+09
    232  8.609514523980E-02  0.000000E+00  0.000000E+00  4.227597E+09  2.266741E+05  1.865489E+24  7.082519E+19  9.219983E+09  3.266151E+09
    233  8.668730402486E-02  0.000000E+00  0.000000E+00  4.202636E+09  2.226828E+05  1.818239E+24  7.082988E+19  9.208508E+09  3.253599E+09
    234  8.725638446658E-02  0.000000E+00  0.000000E+00  4.178788E+09  2.189134E+05  1.773927E+24  7.083441E+19  9.197388E+09  3.241542E+09
    235  8.784892152766E-02  0.000000E+00  0.000000E+00  4.154100E+09  2.150563E+05  1.728912E+24  7.083917E+19  9.185710E+09  3.229009E+09
    236  8.837914431516E-02  0.000000E+00  0.000000E+00  4.132133E+09  2.116625E+05  1.689583E+24  7.084348E+19  9.175172E+09  3.217820E+09
    237  8.927467123273E-02  0.000000E+00  0.000000E+00  4.095293E+09  2.060518E+05  1.625118E+24  7.085093E+19  9.157173E+09  3.198923E+09
    238  9.009385267910E-02  0.000000E+00  0.000000E+00  4.061883E+09  2.010497E+05  1.568235E+24  7.085794E+19  9.140479E+09  3.181627E+09
    239  9.088007009323E-02  0.000000E+00  0.000000E+00  4.030073E+09  1.963631E+05  1.515458E+24  7.086486E+19  9.124246E+09  3.165033E+09
    240  9.160938796651E-02  0.000000E+00  0.000000E+00  4.000787E+09  1.921134E+05  1.468052E+24  7.087143E+19  9.109001E+09  3.149666E+09
    241  9.231864750676E-02  0.000000E+00  0.000000E+00  3.972512E+09  1.880689E+05  1.423345E+24  7.087795E+19  9.094006E+09  3.134760E+09
    242  9.335415502949E-02  0.000000E+00  0.000000E+00  3.931589E+09  1.823163E+05  1.360463E+24  7.088762E+19  9.071825E+09  3.113077E+09
    243  9.429165011748E-02  0.000000E+00  0.000000E+00  3.894902E+09  1.772601E+05  1.305887E+24  7.089644E+19  9.051461E+09  3.093515E+09
    244  9.514750284226E-02  0.000000E+00  0.000000E+00  3.861710E+09  1.727668E+05  1.257926E+24  7.090448E+19  9.032649E+09  3.075680E+09
    245  9.592869681963E-02  0.000000E+00  0.000000E+00  3.831660E+09  1.687649E+05  1.215660E+24  7.091175E+19  9.015300E+09  3.059451E+09
    246  9.638259128200E-02  0.000000E+00  0.000000E+00  3.814308E+09  1.664824E+05  1.191742E+24  7.091592E+19  9.005146E+09  3.050035E+09
    247  9.686466198075E-02  0.000000E+00  0.000000E+00  3.795964E+09  1.640921E+05  1.166839E+24  7.092029E+19  8.994304E+09  3.040035E+09
    248  9.745016881397E-02  0.000000E+00  0.000000E+00  3.773804E+09  1.612349E+05  1.137268E+24  7.092550E+19  8.981058E+09  3.027887E+09
    249  9.798964068785E-02  0.000000E+00  0.000000E+00  3.753500E+09  1.586465E+05  1.110666E+24  7.093018E+19  8.968779E+09  3.016697E+09
    250  9.892639389759E-02  0.000000E+00  0.000000E+00  3.718503E+09  1.542502E+05  1.065906E+24  7.093800E+19  8.947293E+09  2.997289E+09
    251  9.977784733458E-02  0.000000E+00  0.000000E+00  3.686976E+09  1.503600E+05  1.026756E+24  7.094477E+19  8.927580E+09  2.979701E+09
    252  1.005622893962E-01  0.000000E+00  0.000000E+00  3.658167E+09  1.468628E+05  9.919398E+23  7.095073E+19  8.909264E+09  2.963554E+09
    253  1.013070552067E-01  0.000000E+00  0.000000E+00  3.631023E+09  1.436178E+05  9.599590E+23  7.095615E+19  8.891735E+09  2.948277E+09
    254  1.019791947326E-01  0.000000E+00  0.000000E+00  3.606700E+09  1.407509E+05  9.319652E+23  7.096087E+19  8.875797E+09  2.934524E+09
    255  1.025982572428E-01  0.000000E+00  0.000000E+00  3.584441E+09  1.381610E+05  9.068862E+23  7.096507E+19  8.861017E+09  2.921872E+09
    256  1.032644197032E-01  0.000000E+00  0.000000E+00  3.560642E+09  1.354273E+05  8.806350E+23  7.096946E+19  8.845004E+09  2.908280E+09
    257  1.039121745974E-01  0.000000E+00  0.000000E+00  3.537652E+09  1.328210E+05  8.558250E+23  7.097359E+19  8.829324E+09  2.895101E+09
    258  1.045193471709E-01  0.000000E+00  0.000000E+00  3.516238E+09  1.304235E+05  8.331862E+23  7.097737E+19  8.814526E+09  2.882756E+09
    259  1.051181778144E-01  0.000000E+00  0.000000E+00  3.495244E+09  1.281014E+05  8.114263E+23  7.098101E+19  8.799834E+09  2.870580E+09
    260  1.056826419982E-01  0.000000E+00  0.000000E+00  3.475571E+09  1.259504E+05  7.914198E+23  7.098439E+19  8.785893E+09  2.859106E+09
    261  1.062431336111E-01  0.000000E+00  0.000000E+00  3.456145E+09  1.238503E+05  7.720285E+23  7.098771E+19  8.771958E+09  2.847722E+09
    262  1.068146627648E-01  0.000000E+00  0.000000E+00  3.436448E+09  1.217449E+05  7.527326E+23  7.099108E+19  8.757650E+09  2.836131E+09
    263  1.073656177930E-01  0.000000E+00  0.000000E+00  3.417567E+09  1.197491E+05  7.345782E+23  7.099432E+19  8.743761E+09  2.824980E+09
    264  1.079139362418E-01  0.000000E+00  0.000000E+00  3.398879E+09  1.177954E+05  7.169370E+23  7.099756E+19  8.729842E+09  2.813908E+09
    265  1.084202130578E-01  0.000000E+00  0.000000E+00  3.381715E+09  1.160198E+05  7.010179E+23  7.100057E+19  8.716904E+09  2.803709E+09
    266  1.089957947327E-01  0.000000E+00  0.000000E+00  3.362306E+09  1.140337E+05  6.833404E+23  7.100400E+19  8.702095E+09  2.792140E+09
    267  1.095139929398E-01  0.000000E+00  0.000000E+00  3.344928E+09  1.122746E+05  6.677989E+23  7.100708E+19  8.688674E+09  2.781746E+09
    268  1.100036617482E-01  0.000000E+00  0.000000E+00  3.328589E+09  1.106373E+05  6.534302E+23  7.100997E+19  8.675918E+09  2.771938E+09
    269  1.105581599754E-01  0.000000E+00  0.000000E+00  3.310183E+09  1.088121E+05  6.375213E+23  7.101316E+19  8.661393E+09  2.760838E+09
    270  1.111738162549E-01  0.000000E+00  0.000000E+00  3.289866E+09  1.068208E+05  6.203028E+23  7.101658E+19  8.645174E+09  2.748545E+09
    271  1.117276452796E-01  0.000000E+00  0.000000E+00  3.271696E+09  1.050607E+05  6.052035E+23  7.101949E+19  8.630508E+09  2.737513E+09
    272  1.122547306619E-01  0.000000E+00  0.000000E+00  3.254497E+09  1.034125E+05  5.911654E+23  7.102212E+19  8.616485E+09  2.727022E+09
    273  1.128196390807E-01  0.000000E+00  0.000000E+00  3.236164E+09  1.016747E+05  5.764703E+23  7.102478E+19  8.601385E+09  2.715782E+09
    274  1.134172103791E-01  0.000000E+00  0.000000E+00  3.216883E+09  9.986819E+04  5.613111E+23  7.102746E+19  8.585327E+09  2.703898E+09
    275  1.139661173569E-01  0.000000E+00  0.000000E+00  3.199274E+09  9.823711E+04  5.477284E+23  7.102982E+19  8.570494E+09  2.692994E+09
    276  1.145721141816E-01  0.000000E+00  0.000000E+00  3.179945E+09  9.646730E+04  5.331053E+23  7.103234E+19  8.554026E+09  2.680975E+09
    277  1.151138636995E-01  0.000000E+00  0.000000E+00  3.162764E+09  9.491214E+04  5.203566E+23  7.103452E+19  8.539220E+09  2.670254E+09
    278  1.160623872824E-01  0.000000E+00  0.000000E+00  3.132907E+09  9.224942E+04  4.987523E+23  7.103818E+19  8.513105E+09  2.651547E+09
    279  1.166131253687E-01  0.000000E+00  0.000000E+00  3.115700E+09  9.073778E+04  4.866153E+23  7.104022E+19  8.497831E+09  2.640724E+09
    280  1.171578902390E-01  0.000000E+00  0.000000E+00  3.098773E+09  8.926691E+04  4.748950E+23  7.104218E+19  8.482644E+09  2.630046E+09
    281  1.179966344325E-01  0.000000E+00  0.000000E+00  3.072891E+09  8.704877E+04  4.573872E+23  7.104508E+19  8.459107E+09  2.613641E+09
    282  1.184626561866E-01  0.000000E+00  0.000000E+00  3.058604E+09  8.584024E+04  4.479325E+23  7.104664E+19  8.445949E+09  2.604537E+09
    283  1.189221956404E-01  0.000000E+00  0.000000E+00  3.044581E+09  8.466495E+04  4.387979E+23  7.104813E+19  8.432917E+09  2.595584E+09
    284  1.197605220964E-01  0.000000E+00  0.000000E+00  3.019164E+09  8.256220E+04  4.226009E+23  7.105077E+19  8.408997E+09  2.579289E+09
    285  1.205341475296E-01  0.000000E+00  0.000000E+00  2.995897E+09  8.066809E+04  4.081698E+23  7.105312E+19  8.386751E+09  2.564269E+09
    286  1.212540834288E-01  0.000000E+00  0.000000E+00  2.974406E+09  7.894450E+04  3.951703E+23  7.105525E+19  8.365895E+09  2.550304E+09
    287  1.219299358624E-01  0.000000E+00  0.000000E+00  2.954371E+09  7.735997E+04  3.833339E+23  7.105721E+19  8.346179E+09  2.537214E+09
    288  1.225766858039E-01  0.000000E+00  0.000000E+00  2.935325E+09  7.587346E+04  3.723319E+23  7.105905E+19  8.327185E+09  2.524718E+09
    289  1.231854533608E-01  0.000000E+00  0.000000E+00  2.917510E+09  7.450036E+04  3.622592E+23  7.106077E+19  8.309190E+09  2.512988E+09
    290  1.237219182154E-01  0.000000E+00  0.000000E+00  2.901901E+09  7.331095E+04  3.536050E+23  7.106228E+19  8.293238E+09  2.502681E+09
    291  1.242404039059E-01  0.000000E+00  0.000000E+00  2.886894E+09  7.217946E+04  3.454340E+23  7.106374E+19  8.277739E+09  2.492746E+09
    292  1.248086455930E-01  0.000000E+00  0.000000E+00  2.870536E+09  7.095942E+04  3.366916E+23  7.106533E+19  8.260659E+09  2.481886E+09
    293  1.253177247642E-01  0.000000E+00  0.000000E+00  2.855959E+09  6.988394E+04  3.290437E+23  7.106675E+19  8.245277E+09  2.472178E+09
    294  1.258810647447E-01  0.000000E+00  0.000000E+00  2.839916E+09  6.871281E+04  3.207779E+23  7.106831E+19  8.228168E+09  2.461451E+09
    295  1.264205598797E-01  0.000000E+00  0.000000E+00  2.824636E+09  6.760965E+04  3.130522E+23  7.106980E+19  8.211701E+09  2.451195E+09
    296  1.270317883483E-01  0.000000E+00  0.000000E+00  2.807424E+09  6.638120E+04  3.045205E+23  7.107145E+19  8.192949E+09  2.439614E+09
    297  1.275757308169E-01  0.000000E+00  0.000000E+00  2.792194E+09  6.530677E+04  2.971193E+23  7.107290E+19  8.176180E+09  2.429326E+09
    298  1.286048671531E-01  0.000000E+00  0.000000E+00  2.763606E+09  6.332129E+04  2.835915E+23  7.107555E+19  8.144252E+09  2.409888E+09
    299  1.290949488661E-01  0.000000E+00  0.000000E+00  2.750095E+09  6.239712E+04  2.773620E+23  7.107676E+19  8.128956E+09  2.400647E+09
    300  1.295345101683E-01  0.000000E+00  0.000000E+00  2.738034E+09  6.157970E+04  2.718885E+23  7.107783E+19  8.115187E+09  2.392370E+09
    301  1.303954523490E-01  0.000000E+00  0.000000E+00  2.714562E+09  6.000957E+04  2.614727E+23  7.107985E+19  8.088082E+09  2.376201E+09
    302  1.308549873199E-01  0.000000E+00  0.000000E+00  2.702116E+09  5.918795E+04  2.560747E+23  7.108090E+19  8.073539E+09  2.367600E+09
    303  1.312776310019E-01  0.000000E+00  0.000000E+00  2.690720E+09  5.844222E+04  2.512070E+23  7.108185E+19  8.060117E+09  2.359708E+09
    304  1.320787884157E-01  0.000000E+00  0.000000E+00  2.669249E+09  5.705433E+04  2.422287E+23  7.108361E+19  8.034552E+09  2.344800E+09
    305  1.327308179063E-01  0.000000E+00  0.000000E+00  2.651901E+09  5.594914E+04  2.351553E+23  7.108501E+19  8.013627E+09  2.332714E+09
    306  1.333821207310E-01  0.000000E+00  0.000000E+00  2.634686E+09  5.486655E+04  2.282920E+23  7.108640E+19  7.992618E+09  2.320675E+09
    307  1.339749669338E-01  0.000000E+00  0.000000E+00  2.619112E+09  5.389936E+04  2.222151E+23  7.108764E+19  7.973402E+09  2.309738E+09
    308  1.345530840576E-01  0.000000E+00  0.000000E+00  2.604014E+09  5.297261E+04  2.164428E+23  7.108885E+19  7.954579E+09  2.299110E+09
    309  1.351098094661E-01  0.000000E+00  0.000000E+00  2.589557E+09  5.209522E+04  2.110233E+23  7.109000E+19  7.936373E+09  2.288901E+09
    310  1.359304916944E-01  0.000000E+00  0.000000E+00  2.568392E+09  5.082828E+04  2.032749E+23  7.109168E+19  7.909395E+09  2.273882E+09
    311  1.363572082699E-01  0.000000E+00  0.000000E+00  2.557456E+09  5.018175E+04  1.993563E+23  7.109256E+19  7.895301E+09  2.266084E+09
    312  1.367788244083E-01  0.000000E+00  0.000000E+00  2.546696E+09  4.955102E+04  1.955571E+23  7.109342E+19  7.881331E+09  2.258390E+09
    313  1.375777712339E-01  0.000000E+00  0.000000E+00  2.526430E+09  4.837748E+04  1.885510E+23  7.109504E+19  7.854736E+09  2.243843E+09
    314  1.380438267916E-01  0.000000E+00  0.000000E+00  2.514683E+09  4.770579E+04  1.845786E+23  7.109599E+19  7.839150E+09  2.235384E+09
    315  1.384690951451E-01  0.000000E+00  0.000000E+00  2.504012E+09  4.710102E+04  1.810258E+23  7.109686E+19  7.824881E+09  2.227682E+09
    316  1.391087445178E-01  0.000000E+00  0.000000E+00  2.488046E+09  4.620580E+04  1.758087E+23  7.109816E+19  7.803337E+09  2.216135E+09
    317  1.397002518981E-01  0.000000E+00  0.000000E+00  2.473372E+09  4.539310E+04  1.711164E+23  7.109937E+19  7.783329E+09  2.205498E+09
    318  1.402705851668E-01  0.000000E+00  0.000000E+00  2.459306E+09  4.462303E+04  1.667093E+23  7.110053E+19  7.763960E+09  2.195277E+09
    319  1.408634912375E-01  0.000000E+00  0.000000E+00  2.444768E+09  4.383633E+04  1.622461E+23  7.110174E+19  7.743745E+09  2.184686E+09
    320  1.414089642241E-01  0.000000E+00  0.000000E+00  2.431469E+09  4.312482E+04  1.582437E+23  7.110285E+19  7.725078E+09  2.174965E+09
    321  1.419220762512E-01  0.000000E+00  0.000000E+00  2.419024E+09  4.246606E+04  1.545672E+23  7.110391E+19  7.707458E+09  2.165842E+09
    322  1.422771704232E-01  0.000000E+00  0.000000E+00  2.410450E+09  4.201608E+04  1.520727E+23  7.110464E+19  7.695229E+09  2.159549E+09
    323  1.426029315631E-01  0.000000E+00  0.000000E+00  2.402610E+09  4.160747E+04  1.498191E+23  7.110532E+19  7.683985E+09  2.153786E+09
    324  1.430135230101E-01  0.000000E+00  0.000000E+00  2.392766E+09  4.109810E+04  1.470253E+23  7.110618E+19  7.669779E+09  2.146534E+09
    325  1.434683796643E-01  0.000000E+00  0.000000E+00  2.381907E+09  4.054110E+04  1.439897E+23  7.110714E+19  7.653997E+09  2.138512E+09
    326  1.440315208021E-01  0.000000E+00  0.000000E+00  2.368531E+09  3.986194E+04  1.403163E+23  7.110835E+19  7.634392E+09  2.128596E+09
    327  1.445490332405E-01  0.000000E+00  0.000000E+00  2.356305E+09  3.924785E+04  1.370216E+23  7.110949E+19  7.616311E+09  2.119501E+09
    328  1.451370980342E-01  0.000000E+00  0.000000E+00  2.342489E+09  3.856151E+04  1.333698E+23  7.111081E+19  7.595690E+09  2.109192E+09
    329  1.457052374241E-01  0.000000E+00  0.000000E+00  2.329218E+09  3.790983E+04  1.299329E+23  7.111210E+19  7.575695E+09  2.099263E+09
    330  1.463107957421E-01  0.000000E+00  0.000000E+00  2.315156E+09  3.722735E+04  1.263658E+23  7.111351E+19  7.554308E+09  2.088718E+09
    331  1.468752132891E-01  0.000000E+00  0.000000E+00  2.302126E+09  3.660230E+04  1.231285E+23  7.111483E+19  7.534310E+09  2.078929E+09
    332  1.475510939381E-01  0.000000E+00  0.000000E+00  2.286619E+09  3.586761E+04  1.193599E+23  7.111642E+19  7.510289E+09  2.067256E+09
    333  1.481899111058E-01  0.000000E+00  0.000000E+00  2.272058E+09  3.518677E+04  1.159030E+23  7.111792E+19  7.487514E+09  2.056272E+09
    334  1.491767377555E-01  0.000000E+00  0.000000E+00  2.249747E+09  3.416034E+04  1.107564E+23  7.112023E+19  7.452208E+09  2.039385E+09
    335  1.497116139607E-01  0.000000E+00  0.000000E+00  2.237746E+09  3.361657E+04  1.080617E+23  7.112148E+19  7.433010E+09  2.030268E+09
    336  1.502421520731E-01  0.000000E+00  0.000000E+00  2.225905E+09  3.308576E+04  1.054533E+23  7.112273E+19  7.413926E+09  2.021263E+09
    337  1.509052103900E-01  0.000000E+00  0.000000E+00  2.211195E+09  3.243413E+04  1.022806E+23  7.112427E+19  7.390021E+09  2.010046E+09
    338  1.515352476696E-01  0.000000E+00  0.000000E+00  2.197307E+09  3.182685E+04  9.935313E+22  7.112574E+19  7.367255E+09  1.999419E+09
    339  1.521327102765E-01  0.000000E+00  0.000000E+00  2.184218E+09  3.126147E+04  9.665328E+22  7.112711E+19  7.345623E+09  1.989369E+09
    340  1.526678407657E-01  0.000000E+00  0.000000E+00  2.172561E+09  3.076361E+04  9.429666E+22  7.112832E+19  7.326216E+09  1.980395E+09
    341  1.532481602429E-01  0.000000E+00  0.000000E+00  2.159990E+09  3.023266E+04  9.180530E+22  7.112960E+19  7.305137E+09  1.970696E+09
    342  1.535863948111E-01  0.000000E+00  0.000000E+00  2.152696E+09  2.992744E+04  9.038348E+22  7.113034E+19  7.292837E+09  1.965061E+09
    343  1.538995751697E-01  0.000000E+00  0.000000E+00  2.145965E+09  2.964757E+04  8.908650E+22  7.113102E+19  7.281438E+09  1.959855E+09
    344  1.546020187628E-01  0.000000E+00  0.000000E+00  2.130944E+09  2.902934E+04  8.624446E+22  7.113252E+19  7.255838E+09  1.948225E+09
    345  1.552062305672E-01  0.000000E+00  0.000000E+00  2.118107E+09  2.850788E+04  8.387224E+22  7.113378E+19  7.233782E+09  1.938273E+09
    346  1.557875935888E-01  0.000000E+00  0.000000E+00  2.105829E+09  2.801499E+04  8.165112E+22  7.113498E+19  7.212530E+09  1.928741E+09
    347  1.566447447202E-01  0.000000E+00  0.000000E+00  2.087856E+09  2.730378E+04  7.848260E+22  7.113671E+19  7.181140E+09  1.914761E+09
    348  1.574294426159E-01  0.000000E+00  0.000000E+00  2.071537E+09  2.666853E+04  7.568893E+22  7.113828E+19  7.152349E+09  1.902028E+09
    349  1.581710514975E-01  0.000000E+00  0.000000E+00  2.056231E+09  2.608175E+04  7.313992E+22  7.113975E+19  7.125091E+09  1.890068E+09
    350  1.588328903187E-01  0.000000E+00  0.000000E+00  2.042667E+09  2.556900E+04  7.093719E+22  7.114105E+19  7.100728E+09  1.879445E+09
    351  1.594606073659E-01  0.000000E+00  0.000000E+00  2.029885E+09  2.509201E+04  6.890876E+22  7.114228E+19  7.077589E+09  1.869407E+09
    352  1.600565792087E-01  0.000000E+00  0.000000E+00  2.017823E+09  2.464737E+04  6.703613E+22  7.114345E+19  7.055592E+09  1.859910E+09
    353  1.607059625219E-01  0.000000E+00  0.000000E+00  2.004762E+09  2.417185E+04  6.505316E+22  7.114473E+19  7.031592E+09  1.849605E+09
    354  1.613957576202E-01  0.000000E+00  0.000000E+00  1.990981E+09  2.367678E+04  6.301074E+22  7.114611E+19  7.006063E+09  1.838712E+09
    355  1.620398820205E-01  0.000000E+00  0.000000E+00  1.978198E+09  2.322365E+04  6.116141E+22  7.114741E+19  6.982194E+09  1.828593E+09
    356  1.627691861850E-01  0.000000E+00  0.000000E+00  1.963823E+09  2.272105E+04  5.913300E+22  7.114889E+19  6.955137E+09  1.817206E+09
    357  1.634667099868E-01  0.000000E+00  0.000000E+00  1.950173E+09  2.225054E+04  5.725604E+22  7.115033E+19  6.929235E+09  1.806383E+09
    358  1.645369737572E-01  0.000000E+00  0.000000E+00  1.929412E+09  2.154747E+04  5.449132E+22  7.115255E+19  6.889465E+09  1.789899E+09
    359  1.651200899964E-01  0.000000E+00  0.000000E+00  1.918194E+09  2.117381E+04  5.304150E+22  7.115375E+19  6.867793E+09  1.780974E+09
