 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ne19          ne20          ne21          ne22          ne23          ne24          ne25          ne26 
    180  5.987296131417E-02  1.644252E-22  1.564834E-14  1.364761E-13  7.640690E-13  7.018517E-14  5.731298E-14  1.212665E-15  6.011855E-17
    181  6.018239261751E-02  1.628750E-22  1.575289E-14  1.419244E-13  7.950148E-13  7.407845E-14  6.132050E-14  1.326385E-15  6.750677E-17
    182  6.051941164510E-02  1.612096E-22  1.586323E-14  1.479001E-13  8.289677E-13  7.844834E-14  6.593770E-14  1.461062E-15  7.652944E-17
    183  6.081686890997E-02  1.597678E-22  1.595838E-14  1.531998E-13  8.590925E-13  8.241378E-14  7.023857E-14  1.589963E-15  8.542982E-17
    184  6.107970107709E-02  1.585192E-22  1.604135E-14  1.578945E-13  8.857918E-13  8.599945E-14  7.422014E-14  1.712210E-15  9.409973E-17
    185  6.149099227918E-02  1.565617E-22  1.617093E-14  1.652571E-13  9.276961E-13  9.176378E-14  8.080771E-14  1.920481E-15  1.093594E-16
    186  6.184187848266E-02  1.547627E-22  1.628353E-14  1.715566E-13  9.635904E-13  9.683363E-14  8.679289E-14  2.116002E-15  1.242158E-16
    187  6.212841772032E-02  1.533119E-22  1.637737E-14  1.766824E-13  9.928331E-13  1.010619E-13  9.192824E-14  2.288541E-15  1.377364E-16
    188  6.241083345826E-02  1.519079E-22  1.647252E-14  1.817064E-13  1.021534E-12  1.053009E-13  9.721145E-14  2.470604E-15  1.524045E-16
    189  6.286334795077E-02  1.497277E-22  1.663318E-14  1.896734E-13  1.067145E-12  1.122282E-13  1.061453E-13  2.788870E-15  1.789929E-16
    190  6.324448148531E-02  1.479648E-22  1.677957E-14  1.962810E-13  1.105088E-12  1.181786E-13  1.141279E-13  3.084175E-15  2.046913E-16
    191  6.354755735680E-02  1.464722E-22  1.690644E-14  2.014802E-13  1.135031E-12  1.229939E-13  1.207976E-13  3.338584E-15  2.275813E-16
    192  6.382753282149E-02  1.450719E-22  1.703330E-14  2.062197E-13  1.162409E-12  1.274960E-13  1.272116E-13  3.589832E-15  2.508455E-16
    193  6.429792763326E-02  1.427847E-22  1.727130E-14  2.140032E-13  1.207576E-12  1.351495E-13  1.385312E-13  4.049028E-15  2.949923E-16
    194  6.470641913937E-02  1.408873E-22  1.750893E-14  2.205550E-13  1.245840E-12  1.418694E-13  1.489227E-13  4.488227E-15  3.390997E-16
    195  6.514351188605E-02  1.389608E-22  1.780244E-14  2.273287E-13  1.285698E-12  1.491179E-13  1.606323E-13  5.003266E-15  3.930554E-16
    196  6.551961572666E-02  1.372105E-22  1.809472E-14  2.329809E-13  1.319235E-12  1.554144E-13  1.712332E-13  5.487520E-15  4.458689E-16
    197  6.614173306661E-02  1.343363E-22  1.867405E-14  2.418975E-13  1.372807E-12  1.658948E-13  1.898321E-13  6.378595E-15  5.480725E-16
    198  6.666431851744E-02  1.320833E-22  1.927088E-14  2.489226E-13  1.415769E-12  1.747198E-13  2.064898E-13  7.221586E-15  6.504390E-16
    199  6.714973898932E-02  1.301433E-22  1.993342E-14  2.550539E-13  1.453983E-12  1.829164E-13  2.228361E-13  8.089942E-15  7.613321E-16
    200  6.763365269933E-02  1.280315E-22  2.071739E-14  2.608403E-13  1.490812E-12  1.911192E-13  2.400532E-13  9.047535E-15  8.896447E-16
    201  6.810748363549E-02  1.260589E-22  2.162097E-14  2.661383E-13  1.525388E-12  1.991355E-13  2.577876E-13  1.008058E-14  1.034838E-15
    202  6.886988901479E-02  1.231723E-22  2.340730E-14  2.738993E-13  1.578040E-12  2.119822E-13  2.882180E-13  1.196322E-14  1.316434E-15
    203  6.932442343830E-02  1.214644E-22  2.470179E-14  2.781202E-13  1.607983E-12  2.196335E-13  3.075631E-13  1.323121E-14  1.517690E-15
    204  6.977291475786E-02  1.197316E-22  2.617455E-14  2.820070E-13  1.636622E-12  2.271866E-13  3.275918E-13  1.460167E-14  1.745081E-15
    205  7.051837306122E-02  1.170952E-22  2.911520E-14  2.878395E-13  1.682191E-12  2.397166E-13  3.630079E-13  1.716860E-14  2.197045E-15
    206  7.120724846930E-02  1.148295E-22  3.247860E-14  2.926148E-13  1.722601E-12  2.513183E-13  3.983092E-13  1.990663E-14  2.713954E-15
    207  7.185571854523E-02  1.125900E-22  3.632668E-14  2.966745E-13  1.759826E-12  2.623340E-13  4.340685E-13  2.285800E-14  3.308228E-15
    208  7.250556240022E-02  1.105712E-22  4.096238E-14  3.003450E-13  1.796500E-12  2.734700E-13  4.725289E-13  2.622965E-14  4.030851E-15
    209  7.308358088908E-02  1.088759E-22  4.585735E-14  3.033598E-13  1.829102E-12  2.835225E-13  5.091968E-13  2.962918E-14  4.803190E-15
    210  7.365083251161E-02  1.070613E-22  5.149145E-14  3.061863E-13  1.861661E-12  2.936069E-13  5.477247E-13  3.338839E-14  5.704609E-15
    211  7.420607479025E-02  1.054253E-22  5.791742E-14  3.088523E-13  1.894180E-12  3.037011E-13  5.880451E-13  3.752413E-14  6.750002E-15
    212  7.477269193766E-02  1.039334E-22  6.554624E-14  3.115438E-13  1.928417E-12  3.142909E-13  6.321321E-13  4.227441E-14  8.015248E-15
    213  7.532671922740E-02  1.022578E-22  7.423066E-14  3.142773E-13  1.963678E-12  3.250548E-13  6.785528E-13  4.751978E-14  9.486372E-15
    214  7.590819975934E-02  1.005473E-22  8.483379E-14  3.173073E-13  2.002780E-12  3.368266E-13  7.311154E-13  5.375136E-14  1.132779E-14
    215  7.648106882397E-02  9.900562E-23  9.699016E-14  3.205451E-13  2.043819E-12  3.489783E-13  7.871829E-13  6.072583E-14  1.350028E-14
    216  7.706864365518E-02  9.732736E-23  1.115103E-13  3.242791E-13  2.089293E-12  3.621631E-13  8.497711E-13  6.888647E-14  1.617949E-14
    217  7.765097184480E-02  9.550985E-23  1.282606E-13  3.285260E-13  2.138354E-12  3.760766E-13  9.175633E-13  7.814695E-14  1.938438E-14
    218  7.824188421090E-02  9.374750E-23  1.479839E-13  3.335106E-13  2.192640E-12  3.911557E-13  9.929198E-13  8.892872E-14  2.331811E-14
    219  7.883216312169E-02  9.196270E-23  1.708323E-13  3.393642E-13  2.252301E-12  4.073731E-13  1.075807E-12  1.013408E-13  2.809239E-14
    220  7.934760137230E-02  9.012308E-23  1.937399E-13  3.453910E-13  2.309833E-12  4.226839E-13  1.155441E-12  1.137689E-13  3.311275E-14
    221  7.991019390762E-02  8.812788E-23  2.222422E-13  3.530948E-13  2.378976E-12  4.407509E-13  1.251034E-12  1.293009E-13  3.969544E-14
    222  8.044081450283E-02  8.629843E-23  2.528762E-13  3.616492E-13  2.451247E-12  4.593001E-13  1.350703E-12  1.461568E-13  4.719222E-14
    223  8.103419684334E-02  8.394998E-23  2.920957E-13  3.730689E-13  2.542127E-12  4.821876E-13  1.475152E-12  1.680607E-13  5.742667E-14
    224  8.158988408622E-02  8.162868E-23  3.341435E-13  3.858394E-13  2.638302E-12  5.059931E-13  1.606066E-12  1.920500E-13  6.920999E-14
    225  8.219791245697E-02  7.914890E-23  3.867831E-13  4.025198E-13  2.757822E-12  5.351179E-13  1.767923E-12  2.229385E-13  8.516961E-14
    226  8.273529679330E-02  7.685997E-23  4.398906E-13  4.200788E-13  2.878377E-12  5.640796E-13  1.930192E-12  2.551391E-13  1.026437E-13
    227  8.327310875316E-02  7.434155E-23  5.000623E-13  4.407613E-13  3.015574E-12  5.966511E-13  2.113921E-12  2.929536E-13  1.241304E-13
    228  8.381967664174E-02  7.182601E-23  5.690944E-13  4.653328E-13  3.173865E-12  6.338766E-13  2.325649E-12  3.381980E-13  1.510659E-13
    229  8.442137901789E-02  6.914960E-23  6.552408E-13  4.970464E-13  3.372993E-12  6.803361E-13  2.592496E-12  3.975801E-13  1.882216E-13
    230  8.496109010092E-02  6.639571E-23  7.427321E-13  5.302765E-13  3.577420E-12  7.277260E-13  2.867303E-12  4.612592E-13  2.300803E-13
    231  8.556251684447E-02  6.332105E-23  8.521796E-13  5.729408E-13  3.835638E-12  7.873573E-13  3.217727E-12  5.460154E-13  2.886974E-13
    232  8.609514523980E-02  6.063675E-23  9.601016E-13  6.159575E-13  4.092746E-12  8.466134E-13  3.571389E-12  6.354168E-13  3.537714E-13
    233  8.668730402486E-02  5.744079E-23  1.092780E-12  6.698919E-13  4.412174E-12  9.201801E-13  4.017974E-12  7.535957E-13  4.444032E-13
    234  8.725638446658E-02  5.415958E-23  1.232729E-12  7.277772E-13  4.752792E-12  9.986834E-13  4.504160E-12  8.887880E-13  5.539673E-13
    235  8.784892152766E-02  5.074011E-23  1.390355E-12  7.939305E-13  5.140623E-12  1.088263E-12  5.071922E-12  1.055209E-12  6.967952E-13
    236  8.837914431516E-02  4.763107E-23  1.540597E-12  8.577637E-13  5.514456E-12  1.174872E-12  5.634256E-12  1.229086E-12  8.547507E-13
    237  8.927467123273E-02  4.192244E-23  1.809962E-12  9.737727E-13  6.195430E-12  1.333442E-12  6.698432E-12  1.583121E-12  1.202000E-12
    238  9.009385267910E-02  3.682045E-23  2.064145E-12  1.084669E-12  6.851501E-12  1.487460E-12  7.779110E-12  1.978245E-12  1.628114E-12
    239  9.088007009323E-02  3.176964E-23  2.305931E-12  1.191224E-12  7.490068E-12  1.638739E-12  8.888363E-12  2.424865E-12  2.157015E-12
    240  9.160938796651E-02  2.731273E-23  2.518416E-12  1.285545E-12  8.065752E-12  1.776577E-12  9.946446E-12  2.895889E-12  2.769297E-12
    241  9.231864750676E-02  2.326127E-23  2.706598E-12  1.369499E-12  8.590748E-12  1.903794E-12  1.096923E-11  3.401639E-12  3.490780E-12
    242  9.335415502949E-02  1.780876E-23  2.937211E-12  1.472715E-12  9.263967E-12  2.069844E-12  1.238523E-11  4.209730E-12  4.790371E-12
    243  9.429165011748E-02  1.368852E-23  3.091698E-12  1.541701E-12  9.749672E-12  2.192961E-12  1.351628E-11  4.989093E-12  6.234939E-12
    244  9.514750284226E-02  1.050344E-23  3.186448E-12  1.583476E-12  1.008219E-11  2.280308E-12  1.438016E-11  5.719721E-12  7.786797E-12
    245  9.592869681963E-02  8.186654E-24  3.235920E-12  1.604429E-12  1.029317E-11  2.338702E-12  1.500616E-11  6.385835E-12  9.399102E-12
    246  9.638259128200E-02  7.006097E-24  3.250433E-12  1.609945E-12  1.037913E-11  2.364055E-12  1.529719E-11  6.768421E-12  1.042399E-11
    247  9.686466198075E-02  5.919483E-24  3.255439E-12  1.610902E-12  1.044292E-11  2.384459E-12  1.554755E-11  7.167939E-12  1.158274E-11
    248  9.745016881397E-02  4.816079E-24  3.248802E-12  1.606039E-12  1.048594E-11  2.400979E-12  1.577264E-11  7.640808E-12  1.308748E-11
    249  9.798964068785E-02  3.972171E-24  3.232243E-12  1.596584E-12  1.049649E-11  2.409133E-12  1.590752E-11  8.062345E-12  1.456941E-11
    250  9.892639389759E-02  2.791954E-24  3.185041E-12  1.571314E-12  1.046139E-11  2.410058E-12  1.599206E-11  8.757684E-12  1.736494E-11
    251  9.977784733458E-02  2.029705E-24  3.127028E-12  1.541031E-12  1.038323E-11  2.399158E-12  1.592476E-11  9.343910E-12  2.015083E-11
    252  1.005622893962E-01  1.489287E-24  3.065551E-12  1.509191E-12  1.028425E-11  2.381997E-12  1.576182E-11  9.843725E-12  2.293152E-11
    253  1.013070552067E-01  1.112142E-24  3.002768E-12  1.476760E-12  1.017343E-11  2.361043E-12  1.553450E-11  1.028115E-11  2.576355E-11
    254  1.019791947326E-01  8.528874E-25  2.944212E-12  1.446514E-12  1.006420E-11  2.339397E-12  1.528038E-11  1.064498E-11  2.848505E-11
    255  1.025982572428E-01  6.628178E-25  2.889760E-12  1.418356E-12  9.958890E-12  2.317894E-12  1.501359E-11  1.095450E-11  3.113516E-11
    256  1.032644197032E-01  5.072462E-25  2.831361E-12  1.388102E-12  9.842694E-12  2.293614E-12  1.469984E-11  1.126058E-11  3.414332E-11
    257  1.039121745974E-01  3.903166E-25  2.775398E-12  1.359040E-12  9.728744E-12  2.269343E-12  1.437475E-11  1.153216E-11  3.722967E-11
    258  1.045193471709E-01  3.031706E-25  2.724076E-12  1.332317E-12  9.622341E-12  2.246325E-12  1.405740E-11  1.176423E-11  4.027219E-11
    259  1.051181778144E-01  2.372372E-25  2.674767E-12  1.306569E-12  9.518565E-12  2.223574E-12  1.373731E-11  1.197258E-11  4.341803E-11
    260  1.056826419982E-01  1.885621E-25  2.629635E-12  1.282933E-12  9.422381E-12  2.202240E-12  1.343218E-11  1.215109E-11  4.652019E-11
    261  1.062431336111E-01  1.486427E-25  2.586219E-12  1.260128E-12  9.328856E-12  2.181278E-12  1.312810E-11  1.231185E-11  4.973746E-11
    262  1.068146627648E-01  1.169782E-25  2.543425E-12  1.237578E-12  9.235753E-12  2.160200E-12  1.281991E-11  1.245973E-11  5.316191E-11
    263  1.073656177930E-01  9.338738E-26  2.503606E-12  1.216529E-12  9.148335E-12  2.140221E-12  1.252649E-11  1.258776E-11  5.660545E-11
    264  1.079139362418E-01  7.389746E-26  2.465382E-12  1.196258E-12  9.063726E-12  2.120709E-12  1.223878E-11  1.270157E-11  6.017808E-11
    265  1.084202130578E-01  5.946608E-26  2.431313E-12  1.178134E-12  8.987742E-12  2.103040E-12  1.197849E-11  1.279535E-11  6.360955E-11
    266  1.089957947327E-01  4.668374E-26  2.393975E-12  1.158207E-12  8.903842E-12  2.083365E-12  1.169002E-11  1.288958E-11  6.767146E-11
    267  1.095139929398E-01  3.760250E-26  2.361591E-12  1.140866E-12  8.830536E-12  2.066031E-12  1.143757E-11  1.296375E-11  7.148145E-11
    268  1.100036617482E-01  3.034079E-26  2.332023E-12  1.124987E-12  8.763157E-12  2.049979E-12  1.120543E-11  1.302495E-11  7.522171E-11
    269  1.105581599754E-01  2.386539E-26  2.299704E-12  1.107576E-12  8.689000E-12  2.032177E-12  1.095111E-11  1.308467E-11  7.962766E-11
    270  1.111738162549E-01  1.842355E-26  2.265201E-12  1.088926E-12  8.609221E-12  2.012864E-12  1.067974E-11  1.313986E-11  8.474254E-11
    271  1.117276452796E-01  1.445273E-26  2.235344E-12  1.072734E-12  8.539653E-12  1.995884E-12  1.044513E-11  1.317998E-11  8.955651E-11
    272  1.122547306619E-01  1.144581E-26  2.207918E-12  1.057815E-12  8.475285E-12  1.980055E-12  1.023064E-11  1.321045E-11  9.433388E-11
    273  1.128196390807E-01  8.965570E-27  2.179544E-12  1.042335E-12  8.408205E-12  1.963436E-12  1.001046E-11  1.323543E-11  9.967590E-11
    274  1.134172103791E-01  6.930567E-27  2.150626E-12  1.026509E-12  8.339294E-12  1.946230E-12  9.788162E-12  1.325369E-11  1.055895E-10
    275  1.139661173569E-01  5.407572E-27  2.125006E-12  1.012447E-12  8.277761E-12  1.930749E-12  9.593228E-12  1.326348E-11  1.112717E-10
    276  1.145721141816E-01  4.133848E-27  2.097722E-12  9.974292E-13  8.211705E-12  1.914006E-12  9.388582E-12  1.326734E-11  1.178364E-10
    277  1.151138636995E-01  3.280215E-27  2.074178E-12  9.844336E-13  8.154251E-12  1.899335E-12  9.214780E-12  1.326513E-11  1.239774E-10
    278  1.160623872824E-01  2.123445E-27  2.034773E-12  9.626086E-13  8.057120E-12  1.874300E-12  8.929632E-12  1.324914E-11  1.353927E-10
    279  1.166131253687E-01  1.660852E-27  2.012899E-12  9.504529E-13  8.002658E-12  1.860131E-12  8.775300E-12  1.323378E-11  1.424314E-10
    280  1.171578902390E-01  1.308481E-27  1.991951E-12  9.387849E-13  7.950132E-12  1.846375E-12  8.630314E-12  1.321463E-11  1.497104E-10
    281  1.179966344325E-01  8.846108E-28  1.960969E-12  9.214813E-13  7.871778E-12  1.825682E-12  8.420935E-12  1.317796E-11  1.615736E-10
    282  1.184626561866E-01  7.159481E-28  1.944393E-12  9.121997E-13  7.829524E-12  1.814436E-12  8.311789E-12  1.315440E-11  1.685281E-10
    283  1.189221956404E-01  5.856458E-28  1.928473E-12  9.032712E-13  7.788729E-12  1.803517E-12  8.208947E-12  1.312918E-11  1.756542E-10
    284  1.197605220964E-01  3.936958E-28  1.900474E-12  8.875342E-13  7.716480E-12  1.784031E-12  8.032456E-12  1.307823E-11  1.893836E-10
    285  1.205341475296E-01  2.757054E-28  1.875774E-12  8.736168E-13  7.652227E-12  1.766534E-12  7.882101E-12  1.302666E-11  2.029424E-10
    286  1.212540834288E-01  1.975794E-28  1.853717E-12  8.611633E-13  7.594466E-12  1.750665E-12  7.752045E-12  1.297523E-11  2.163873E-10
    287  1.219299358624E-01  1.427105E-28  1.833784E-12  8.498903E-13  7.541981E-12  1.736123E-12  7.637997E-12  1.292435E-11  2.297862E-10
    288  1.225766858039E-01  1.059551E-28  1.815379E-12  8.394673E-13  7.493301E-12  1.722526E-12  7.535841E-12  1.287382E-11  2.433588E-10
    289  1.231854533608E-01  7.937219E-29  1.798628E-12  8.299711E-13  7.448846E-12  1.710012E-12  7.445367E-12  1.282476E-11  2.568504E-10
    290  1.237219182154E-01  6.097615E-29  1.784308E-12  8.218467E-13  7.410746E-12  1.699210E-12  7.369964E-12  1.278051E-11  2.693489E-10
    291  1.242404039059E-01  4.764708E-29  1.770845E-12  8.142057E-13  7.374872E-12  1.688969E-12  7.300806E-12  1.273709E-11  2.820002E-10
    292  1.248086455930E-01  3.670071E-29  1.756503E-12  8.060625E-13  7.336611E-12  1.677969E-12  7.228943E-12  1.268887E-11  2.965469E-10
    293  1.253177247642E-01  2.839627E-29  1.744005E-12  7.989672E-13  7.303269E-12  1.668312E-12  7.167745E-12  1.264511E-11  3.102201E-10
    294  1.258810647447E-01  2.149163E-29  1.730548E-12  7.913289E-13  7.267385E-12  1.657843E-12  7.103481E-12  1.259636E-11  3.260937E-10
    295  1.264205598797E-01  1.667316E-29  1.718016E-12  7.842183E-13  7.234007E-12  1.648028E-12  7.045159E-12  1.254947E-11  3.420684E-10
    296  1.270317883483E-01  1.235804E-29  1.704221E-12  7.763982E-13  7.197362E-12  1.637161E-12  6.982570E-12  1.249615E-11  3.611404E-10
    297  1.275757308169E-01  9.369209E-30  1.692291E-12  7.696441E-13  7.165791E-12  1.627714E-12  6.929845E-12  1.244867E-11  3.790342E-10
    298  1.286048671531E-01  5.729751E-30  1.670573E-12  7.573743E-13  7.108698E-12  1.610412E-12  6.837313E-12  1.235925E-11  4.154450E-10
    299  1.290949488661E-01  4.435566E-30  1.660607E-12  7.517611E-13  7.082744E-12  1.602442E-12  6.796275E-12  1.231691E-11  4.340531E-10
    300  1.295345101683E-01  3.536341E-30  1.651866E-12  7.468483E-13  7.060132E-12  1.595438E-12  6.761067E-12  1.227919E-11  4.514854E-10
    301  1.303954523490E-01  2.333220E-30  1.635270E-12  7.375526E-13  7.017677E-12  1.582120E-12  6.696265E-12  1.220619E-11  4.877942E-10
    302  1.308549873199E-01  1.840415E-30  1.626687E-12  7.327664E-13  6.996033E-12  1.575234E-12  6.663766E-12  1.216773E-11  5.084278E-10
    303  1.312776310019E-01  1.472403E-30  1.618956E-12  7.284695E-13  6.976746E-12  1.569036E-12  6.635113E-12  1.213273E-11  5.282215E-10
    304  1.320787884157E-01  1.000000E-30  1.604715E-12  7.205960E-13  6.941826E-12  1.557647E-12  6.583939E-12  1.206756E-11  5.680170E-10
    305  1.327308179063E-01  1.000000E-30  1.593513E-12  7.144485E-13  6.915027E-12  1.548732E-12  6.545159E-12  1.201576E-11  6.027617E-10
    306  1.333821207310E-01  1.000000E-30  1.582658E-12  7.085377E-13  6.889735E-12  1.540151E-12  6.508864E-12  1.196524E-11  6.397460E-10
    307  1.339749669338E-01  1.000000E-30  1.573056E-12  7.033537E-13  6.868002E-12  1.532622E-12  6.477890E-12  1.192046E-11  6.755248E-10
    308  1.345530840576E-01  1.000000E-30  1.563942E-12  6.984780E-13  6.848024E-12  1.525545E-12  6.449498E-12  1.187797E-11  7.124940E-10
    309  1.351098094661E-01  1.000000E-30  1.555391E-12  6.939500E-13  6.829948E-12  1.518985E-12  6.423796E-12  1.183822E-11  7.501671E-10
    310  1.359304916944E-01  1.000000E-30  1.543173E-12  6.875674E-13  6.805373E-12  1.509764E-12  6.388769E-12  1.178189E-11  8.096699E-10
    311  1.363572082699E-01  1.000000E-30  1.536997E-12  6.843860E-13  6.793593E-12  1.505187E-12  6.371865E-12  1.175373E-11  8.426101E-10
    312  1.367788244083E-01  1.000000E-30  1.531011E-12  6.813363E-13  6.782656E-12  1.500817E-12  6.356024E-12  1.172670E-11  8.765965E-10
    313  1.375777712339E-01  1.000000E-30  1.519969E-12  6.758056E-13  6.763812E-12  1.492944E-12  6.328322E-12  1.167774E-11  9.451493E-10
    314  1.380438267916E-01  1.000000E-30  1.513704E-12  6.727280E-13  6.753968E-12  1.488599E-12  6.313531E-12  1.165060E-11  9.878119E-10
    315  1.384690951451E-01  1.000000E-30  1.508099E-12  6.700181E-13  6.745769E-12  1.484803E-12  6.300915E-12  1.162681E-11  1.028588E-09
    316  1.391087445178E-01  1.000000E-30  1.499859E-12  6.661163E-13  6.734843E-12  1.479397E-12  6.283504E-12  1.159283E-11  1.093428E-09
    317  1.397002518981E-01  1.000000E-30  1.492437E-12  6.626917E-13  6.726244E-12  1.474719E-12  6.269053E-12  1.156338E-11  1.157376E-09
    318  1.402705851668E-01  1.000000E-30  1.485454E-12  6.595589E-13  6.719372E-12  1.470513E-12  6.256623E-12  1.153688E-11  1.222939E-09
    319  1.408634912375E-01  1.000000E-30  1.478370E-12  6.564829E-13  6.713784E-12  1.466471E-12  6.245298E-12  1.151143E-11  1.295470E-09
    320  1.414089642241E-01  1.000000E-30  1.472004E-12  6.538120E-13  6.710028E-12  1.463047E-12  6.236292E-12  1.148993E-11  1.366386E-09
    321  1.419220762512E-01  1.000000E-30  1.466143E-12  6.514389E-13  6.707731E-12  1.460087E-12  6.229059E-12  1.147142E-11  1.437007E-09
    322  1.422771704232E-01  1.000000E-30  1.462159E-12  6.498809E-13  6.706906E-12  1.458200E-12  6.224797E-12  1.145969E-11  1.488253E-09
    323  1.426029315631E-01  1.000000E-30  1.458555E-12  6.485114E-13  6.706696E-12  1.456584E-12  6.221417E-12  1.144970E-11  1.537049E-09
    324  1.430135230101E-01  1.000000E-30  1.454079E-12  6.468655E-13  6.707172E-12  1.454703E-12  6.217875E-12  1.143817E-11  1.601082E-09
    325  1.434683796643E-01  1.000000E-30  1.449205E-12  6.451471E-13  6.708679E-12  1.452824E-12  6.214889E-12  1.142681E-11  1.675476E-09
    326  1.440315208021E-01  1.000000E-30  1.443290E-12  6.431757E-13  6.712024E-12  1.450807E-12  6.212592E-12  1.141487E-11  1.772931E-09
    327  1.445490332405E-01  1.000000E-30  1.437968E-12  6.415249E-13  6.716651E-12  1.449276E-12  6.211925E-12  1.140617E-11  1.868090E-09
    328  1.451370980342E-01  1.000000E-30  1.432047E-12  6.398299E-13  6.723674E-12  1.447903E-12  6.212809E-12  1.139885E-11  1.983147E-09
    329  1.457052374241E-01  1.000000E-30  1.426444E-12  6.383759E-13  6.732275E-12  1.446952E-12  6.215335E-12  1.139446E-11  2.101808E-09
    330  1.463107957421E-01  1.000000E-30  1.420595E-12  6.370377E-13  6.743576E-12  1.446377E-12  6.219967E-12  1.139293E-11  2.237111E-09
    331  1.468752132891E-01  1.000000E-30  1.415249E-12  6.359845E-13  6.756090E-12  1.446247E-12  6.226078E-12  1.139444E-11  2.372021E-09
    332  1.475510939381E-01  1.000000E-30  1.408973E-12  6.349688E-13  6.773616E-12  1.446609E-12  6.235684E-12  1.140002E-11  2.545646E-09
    333  1.481899111058E-01  1.000000E-30  1.403160E-12  6.342722E-13  6.792950E-12  1.447514E-12  6.247238E-12  1.140942E-11  2.722980E-09
    334  1.491767377555E-01  1.000000E-30  1.394399E-12  6.337063E-13  6.828268E-12  1.450014E-12  6.269933E-12  1.143211E-11  3.024842E-09
    335  1.497116139607E-01  1.000000E-30  1.389753E-12  6.336599E-13  6.850237E-12  1.451937E-12  6.284733E-12  1.144863E-11  3.204009E-09
    336  1.502421520731E-01  1.000000E-30  1.385212E-12  6.338165E-13  6.874255E-12  1.454292E-12  6.301375E-12  1.146837E-11  3.393715E-09
    337  1.509052103900E-01  1.000000E-30  1.379624E-12  6.342812E-13  6.907265E-12  1.457831E-12  6.324803E-12  1.149752E-11  3.648777E-09
    338  1.515352476696E-01  1.000000E-30  1.374392E-12  6.350018E-13  6.941774E-12  1.461816E-12  6.349814E-12  1.152991E-11  3.911218E-09
    339  1.521327102765E-01  1.000000E-30  1.369495E-12  6.359626E-13  6.977653E-12  1.466221E-12  6.376287E-12  1.156537E-11  4.180053E-09
    340  1.526678407657E-01  1.000000E-30  1.365156E-12  6.370468E-13  7.012362E-12  1.470673E-12  6.402237E-12  1.160097E-11  4.438618E-09
    341  1.532481602429E-01  1.000000E-30  1.360494E-12  6.384600E-13  7.052764E-12  1.476040E-12  6.432776E-12  1.164369E-11  4.739524E-09
    342  1.535863948111E-01  1.000000E-30  1.357797E-12  6.394016E-13  7.077694E-12  1.479438E-12  6.451772E-12  1.167064E-11  4.925469E-09
    343  1.538995751697E-01  1.000000E-30  1.355312E-12  6.403642E-13  7.101839E-12  1.482793E-12  6.470285E-12  1.169720E-11  5.105137E-09
    344  1.546020187628E-01  1.000000E-30  1.349780E-12  6.428080E-13  7.159380E-12  1.490975E-12  6.514731E-12  1.176178E-11  5.535575E-09
    345  1.552062305672E-01  1.000000E-30  1.345060E-12  6.452237E-13  7.212638E-12  1.498739E-12  6.556204E-12  1.182290E-11  5.938556E-09
    346  1.557875935888E-01  1.000000E-30  1.340546E-12  6.478453E-13  7.267470E-12  1.506902E-12  6.599200E-12  1.188702E-11  6.357841E-09
    347  1.566447447202E-01  1.000000E-30  1.333931E-12  6.522561E-13  7.354965E-12  1.520213E-12  6.668309E-12  1.199138E-11  7.038252E-09
    348  1.574294426159E-01  1.000000E-30  1.327900E-12  6.568432E-13  7.441873E-12  1.533692E-12  6.737394E-12  1.209687E-11  7.733066E-09
    349  1.581710514975E-01  1.000000E-30  1.322210E-12  6.617218E-13  7.530768E-12  1.547716E-12  6.808473E-12  1.220649E-11  8.461526E-09
    350  1.588328903187E-01  1.000000E-30  1.317128E-12  6.664889E-13  7.615346E-12  1.561216E-12  6.876359E-12  1.231191E-11  9.176412E-09
    351  1.594606073659E-01  1.000000E-30  1.312294E-12  6.713775E-13  7.700271E-12  1.574897E-12  6.944731E-12  1.241866E-11  9.916860E-09
    352  1.600565792087E-01  1.000000E-30  1.307687E-12  6.763901E-13  7.785653E-12  1.588776E-12  7.013684E-12  1.252690E-11  1.068226E-08
    353  1.607059625219E-01  1.000000E-30  1.302639E-12  6.822176E-13  7.883482E-12  1.604781E-12  7.092846E-12  1.265165E-11  1.159101E-08
    354  1.613957576202E-01  1.000000E-30  1.297234E-12  6.888290E-13  7.992977E-12  1.622801E-12  7.181610E-12  1.279205E-11  1.265031E-08
    355  1.620398820205E-01  1.000000E-30  1.292138E-12  6.954421E-13  8.101027E-12  1.640695E-12  7.269377E-12  1.293139E-11  1.373694E-08
    356  1.627691861850E-01  1.000000E-30  1.286295E-12  7.033681E-13  8.229345E-12  1.662027E-12  7.373708E-12  1.309744E-11  1.509109E-08
    357  1.634667099868E-01  1.000000E-30  1.280617E-12  7.113944E-13  8.358200E-12  1.683524E-12  7.478563E-12  1.326470E-11  1.652294E-08
    358  1.645369737572E-01  1.000000E-30  1.271696E-12  7.245599E-13  8.567761E-12  1.718606E-12  7.649206E-12  1.353753E-11  1.901416E-08
    359  1.651200899964E-01  1.000000E-30  1.266710E-12  7.320942E-13  8.687200E-12  1.738623E-12  7.746429E-12  1.369312E-11  2.053756E-08
