                                                      NUCLIDE ABUNDANCE YIELDS
                                                      ------- --------- ------


 Computational parameters:
   cy = 0.300/  ct = 0.030/  initial temp = 8.48E-02/  final temp = 1.00E-02/  smallest abundances allowed = 1.00E-25
 Model parameters:
   g =  1.00/  tau = 885.70/  # nu =  3.00/  lambda =  0.000E+00/  xi-e =  0.000E+00/  xi-m =  0.000E+00/  xi-t =  0.000E+00

    SumX         time        N          P            D          T          He3          He4          Li7       Li8       N14       Fe56
 8.480E-02   8.012E+00   1.000E-25   5.816E-08   1.734E-21   9.283E-08   2.502E-19   1.000E-25   3.364E-09   1.000E-25   8.412E-19   1.000E-25
 8.480E-02   8.023E+00   1.000E-25   5.825E-08   1.729E-21   9.283E-08   2.500E-19   1.000E-25   3.364E-09   1.000E-25   8.416E-19   1.000E-25
 8.480E-02   8.035E+00   1.000E-25   5.835E-08   1.725E-21   9.283E-08   2.498E-19   1.000E-25   3.364E-09   1.000E-25   8.419E-19   1.000E-25
 8.480E-02   8.047E+00   1.000E-25   5.844E-08   1.720E-21   9.283E-08   2.496E-19   1.000E-25   3.364E-09   1.000E-25   8.423E-19   1.000E-25
 8.480E-02   8.058E+00   1.000E-25   5.854E-08   1.716E-21   9.283E-08   2.494E-19   1.000E-25   3.364E-09   1.000E-25   8.427E-19   1.000E-25
 8.480E-02   8.070E+00   1.000E-25   5.863E-08   1.711E-21   9.283E-08   2.492E-19   1.000E-25   3.364E-09   1.000E-25   8.431E-19   1.000E-25
 8.480E-02   8.081E+00   1.000E-25   5.873E-08   1.707E-21   9.283E-08   2.491E-19   1.000E-25   3.364E-09   1.000E-25   8.434E-19   1.000E-25
 8.480E-02   8.093E+00   1.000E-25   5.882E-08   1.702E-21   9.283E-08   2.489E-19   1.000E-25   3.364E-09   1.000E-25   8.438E-19   1.000E-25
 8.480E-02   8.104E+00   1.000E-25   5.892E-08   1.698E-21   9.283E-08   2.488E-19   1.000E-25   3.364E-09   1.000E-25   8.442E-19   1.000E-25
 8.480E-02   8.116E+00   1.000E-25   5.901E-08   1.693E-21   9.283E-08   2.486E-19   1.000E-25   3.364E-09   1.000E-25   8.446E-19   1.000E-25
 8.480E-02   8.128E+00   1.000E-25   5.911E-08   1.689E-21   9.283E-08   2.484E-19   1.000E-25   3.364E-09   1.000E-25   8.450E-19   1.000E-25
 8.480E-02   8.139E+00   1.000E-25   5.920E-08   1.684E-21   9.283E-08   2.483E-19   1.000E-25   3.364E-09   1.000E-25   8.453E-19   1.000E-25
 8.480E-02   8.151E+00   1.000E-25   5.930E-08   1.679E-21   9.283E-08   2.481E-19   1.000E-25   3.364E-09   1.000E-25   8.457E-19   1.000E-25
 8.480E-02   8.162E+00   1.000E-25   5.939E-08   1.675E-21   9.283E-08   2.479E-19   1.000E-25   3.364E-09   1.000E-25   8.461E-19   1.000E-25
 8.480E-02   8.174E+00   1.000E-25   5.949E-08   1.671E-21   9.283E-08   2.478E-19   1.000E-25   3.364E-09   1.000E-25   8.465E-19   1.000E-25
 8.480E-02   8.186E+00   1.000E-25   5.958E-08   1.666E-21   9.283E-08   2.476E-19   1.000E-25   3.364E-09   1.000E-25   8.468E-19   1.000E-25
 8.480E-02   8.197E+00   1.000E-25   5.967E-08   1.662E-21   9.283E-08   2.475E-19   1.000E-25   3.364E-09   1.000E-25   8.472E-19   1.000E-25
 8.480E-02   8.209E+00   1.000E-25   5.976E-08   1.658E-21   9.283E-08   2.473E-19   1.000E-25   3.364E-09   1.000E-25   8.475E-19   1.000E-25
 8.480E-02   8.220E+00   1.000E-25   5.984E-08   1.654E-21   9.283E-08   2.471E-19   1.000E-25   3.364E-09   1.000E-25   8.477E-19   1.000E-25
 8.480E-02   8.232E+00   1.000E-25   5.993E-08   1.649E-21   9.283E-08   2.469E-19   1.000E-25   3.364E-09   1.000E-25   8.480E-19   1.000E-25
 8.480E-02   8.244E+00   1.000E-25   6.002E-08   1.645E-21   9.283E-08   2.467E-19   1.000E-25   3.364E-09   1.000E-25   8.482E-19   1.000E-25
 8.480E-02   8.255E+00   1.000E-25   6.010E-08   1.641E-21   9.283E-08   2.466E-19   1.000E-25   3.364E-09   1.000E-25   8.485E-19   1.000E-25
 8.480E-02   8.267E+00   1.000E-25   6.019E-08   1.636E-21   9.283E-08   2.464E-19   1.000E-25   3.364E-09   1.000E-25   8.487E-19   1.000E-25
 8.480E-02   8.278E+00   1.000E-25   6.028E-08   1.632E-21   9.283E-08   2.462E-19   1.000E-25   3.364E-09   1.000E-25   8.490E-19   1.000E-25
 8.480E-02   8.290E+00   1.000E-25   6.036E-08   1.628E-21   9.283E-08   2.460E-19   1.000E-25   3.364E-09   1.000E-25   8.492E-19   1.000E-25
 8.480E-02   8.301E+00   1.000E-25   6.045E-08   1.623E-21   9.283E-08   2.458E-19   1.000E-25   3.364E-09   1.000E-25   8.495E-19   1.000E-25
 8.480E-02   8.313E+00   1.000E-25   6.053E-08   1.619E-21   9.283E-08   2.456E-19   1.000E-25   3.364E-09   1.000E-25   8.497E-19   1.000E-25
 8.480E-02   8.325E+00   1.000E-25   6.062E-08   1.615E-21   9.283E-08   2.455E-19   1.000E-25   3.364E-09   1.000E-25   8.500E-19   1.000E-25
 8.480E-02   8.336E+00   1.000E-25   6.071E-08   1.611E-21   9.283E-08   2.453E-19   1.000E-25   3.364E-09   1.000E-25   8.502E-19   1.000E-25
 8.480E-02   8.348E+00   1.000E-25   6.079E-08   1.607E-21   9.283E-08   2.451E-19   1.000E-25   3.364E-09   1.000E-25   8.505E-19   1.000E-25
 8.480E-02   8.359E+00   1.000E-25   6.088E-08   1.603E-21   9.283E-08   2.450E-19   1.000E-25   3.364E-09   1.000E-25   8.507E-19   1.000E-25
 8.480E-02   8.371E+00   1.000E-25   6.097E-08   1.599E-21   9.283E-08   2.448E-19   1.000E-25   3.364E-09   1.000E-25   8.510E-19   1.000E-25
 8.480E-02   8.383E+00   1.000E-25   6.105E-08   1.595E-21   9.283E-08   2.446E-19   1.000E-25   3.364E-09   1.000E-25   8.512E-19   1.000E-25
 8.480E-02   8.394E+00   1.000E-25   6.114E-08   1.591E-21   9.283E-08   2.444E-19   1.000E-25   3.364E-09   1.000E-25   8.515E-19   1.000E-25
 8.480E-02   8.406E+00   1.000E-25   6.122E-08   1.586E-21   9.283E-08   2.443E-19   1.000E-25   3.364E-09   1.000E-25   8.517E-19   1.000E-25
 8.480E-02   8.417E+00   1.000E-25   6.131E-08   1.582E-21   9.283E-08   2.441E-19   1.000E-25   3.364E-09   1.000E-25   8.520E-19   1.000E-25
 8.480E-02   8.429E+00   1.000E-25   6.140E-08   1.578E-21   9.283E-08   2.439E-19   1.000E-25   3.364E-09   1.000E-25   8.522E-19   1.000E-25
 8.480E-02   8.440E+00   1.000E-25   6.148E-08   1.574E-21   9.283E-08   2.437E-19   1.000E-25   3.364E-09   1.000E-25   8.525E-19   1.000E-25
 8.480E-02   8.452E+00   1.000E-25   6.157E-08   1.570E-21   9.283E-08   2.435E-19   1.000E-25   3.364E-09   1.000E-25   8.527E-19   1.000E-25
 8.480E-02   8.464E+00   1.000E-25   6.166E-08   1.566E-21   9.283E-08   2.434E-19   1.000E-25   3.364E-09   1.000E-25   8.530E-19   1.000E-25
 8.480E-02   8.475E+00   1.000E-25   6.174E-08   1.562E-21   9.283E-08   2.432E-19   1.000E-25   3.364E-09   1.000E-25   8.532E-19   1.000E-25
 8.480E-02   8.487E+00   1.000E-25   6.183E-08   1.558E-21   9.283E-08   2.430E-19   1.000E-25   3.364E-09   1.000E-25   8.535E-19   1.000E-25
 8.480E-02   8.498E+00   1.000E-25   6.192E-08   1.554E-21   9.283E-08   2.429E-19   1.000E-25   3.364E-09   1.000E-25   8.538E-19   1.000E-25
 8.480E-02   8.510E+00   1.000E-25   6.200E-08   1.551E-21   9.283E-08   2.427E-19   1.000E-25   3.364E-09   1.000E-25   8.540E-19   1.000E-25
 8.480E-02   8.522E+00   1.000E-25   6.209E-08   1.547E-21   9.283E-08   2.425E-19   1.000E-25   3.364E-09   1.000E-25   8.543E-19   1.000E-25
 8.480E-02   8.533E+00   1.000E-25   6.217E-08   1.543E-21   9.283E-08   2.424E-19   1.000E-25   3.364E-09   1.000E-25   8.545E-19   1.000E-25
 8.480E-02   8.545E+00   1.000E-25   6.226E-08   1.539E-21   9.283E-08   2.422E-19   1.000E-25   3.364E-09   1.000E-25   8.548E-19   1.000E-25
 8.480E-02   8.556E+00   1.000E-25   6.235E-08   1.535E-21   9.283E-08   2.420E-19   1.000E-25   3.364E-09   1.000E-25   8.550E-19   1.000E-25
 8.480E-02   8.568E+00   1.000E-25   6.243E-08   1.531E-21   9.283E-08   2.419E-19   1.000E-25   3.364E-09   1.000E-25   8.553E-19   1.000E-25
 8.480E-02   8.580E+00   1.000E-25   6.252E-08   1.527E-21   9.283E-08   2.417E-19   1.000E-25   3.364E-09   1.000E-25   8.555E-19   1.000E-25
 8.480E-02   8.591E+00   1.000E-25   6.261E-08   1.523E-21   9.283E-08   2.415E-19   1.000E-25   3.364E-09   1.000E-25   8.558E-19   1.000E-25
 8.480E-02   8.603E+00   1.000E-25   6.269E-08   1.519E-21   9.283E-08   2.413E-19   1.000E-25   3.364E-09   1.000E-25   8.560E-19   1.000E-25
 8.480E-02   8.614E+00   1.000E-25   6.278E-08   1.515E-21   9.283E-08   2.412E-19   1.000E-25   3.364E-09   1.000E-25   8.563E-19   1.000E-25
 8.480E-02   8.626E+00   1.000E-25   6.287E-08   1.512E-21   9.283E-08   2.410E-19   1.000E-25   3.364E-09   1.000E-25   8.565E-19   1.000E-25
 8.480E-02   8.637E+00   1.000E-25   6.295E-08   1.508E-21   9.283E-08   2.409E-19   1.000E-25   3.364E-09   1.000E-25   8.568E-19   1.000E-25
 8.480E-02   8.649E+00   1.000E-25   6.304E-08   1.504E-21   9.283E-08   2.407E-19   1.000E-25   3.364E-09   1.000E-25   8.570E-19   1.000E-25
 8.480E-02   8.661E+00   1.000E-25   6.312E-08   1.501E-21   9.283E-08   2.405E-19   1.000E-25   3.364E-09   1.000E-25   8.573E-19   1.000E-25
 8.480E-02   8.672E+00   1.000E-25   6.321E-08   1.497E-21   9.283E-08   2.404E-19   1.000E-25   3.364E-09   1.000E-25   8.575E-19   1.000E-25
 8.480E-02   8.684E+00   1.000E-25   6.330E-08   1.493E-21   9.283E-08   2.402E-19   1.000E-25   3.364E-09   1.000E-25   8.578E-19   1.000E-25
 8.480E-02   8.695E+00   1.000E-25   6.338E-08   1.489E-21   9.283E-08   2.401E-19   1.000E-25   3.364E-09   1.000E-25   8.580E-19   1.000E-25
 8.480E-02   8.707E+00   1.000E-25   6.347E-08   1.486E-21   9.283E-08   2.399E-19   1.000E-25   3.364E-09   1.000E-25   8.583E-19   1.000E-25
 8.480E-02   8.719E+00   1.000E-25   6.356E-08   1.482E-21   9.283E-08   2.397E-19   1.000E-25   3.364E-09   1.000E-25   8.585E-19   1.000E-25
 8.480E-02   8.730E+00   1.000E-25   6.364E-08   1.478E-21   9.283E-08   2.396E-19   1.000E-25   3.364E-09   1.000E-25   8.588E-19   1.000E-25
 8.480E-02   8.742E+00   1.000E-25   6.373E-08   1.475E-21   9.283E-08   2.394E-19   1.000E-25   3.364E-09   1.000E-25   8.590E-19   1.000E-25
 8.480E-02   8.753E+00   1.000E-25   6.381E-08   1.471E-21   9.283E-08   2.392E-19   1.000E-25   3.364E-09   1.000E-25   8.593E-19   1.000E-25
 8.480E-02   8.765E+00   1.000E-25   6.390E-08   1.467E-21   9.283E-08   2.391E-19   1.000E-25   3.364E-09   1.000E-25   8.595E-19   1.000E-25
 8.480E-02   8.777E+00   1.000E-25   6.399E-08   1.463E-21   9.283E-08   2.389E-19   1.000E-25   3.364E-09   1.000E-25   8.598E-19   1.000E-25
 8.480E-02   8.788E+00   1.000E-25   6.407E-08   1.460E-21   9.283E-08   2.387E-19   1.000E-25   3.364E-09   1.000E-25   8.600E-19   1.000E-25
 8.480E-02   8.800E+00   1.000E-25   6.416E-08   1.456E-21   9.283E-08   2.386E-19   1.000E-25   3.364E-09   1.000E-25   8.603E-19   1.000E-25
 8.480E-02   8.811E+00   1.000E-25   6.425E-08   1.453E-21   9.283E-08   2.384E-19   1.000E-25   3.364E-09   1.000E-25   8.605E-19   1.000E-25
 8.480E-02   8.823E+00   1.000E-25   6.433E-08   1.449E-21   9.283E-08   2.383E-19   1.000E-25   3.364E-09   1.000E-25   8.608E-19   1.000E-25
 8.480E-02   8.834E+00   1.000E-25   6.442E-08   1.446E-21   9.283E-08   2.381E-19   1.000E-25   3.364E-09   1.000E-25   8.610E-19   1.000E-25
 8.480E-02   8.846E+00   1.000E-25   6.451E-08   1.442E-21   9.283E-08   2.380E-19   1.000E-25   3.364E-09   1.000E-25   8.613E-19   1.000E-25
 8.480E-02   8.858E+00   1.000E-25   6.459E-08   1.439E-21   9.283E-08   2.378E-19   1.000E-25   3.364E-09   1.000E-25   8.615E-19   1.000E-25
 8.480E-02   8.869E+00   1.000E-25   6.468E-08   1.435E-21   9.283E-08   2.377E-19   1.000E-25   3.364E-09   1.000E-25   8.618E-19   1.000E-25
 8.480E-02   8.881E+00   1.000E-25   6.476E-08   1.432E-21   9.283E-08   2.375E-19   1.000E-25   3.364E-09   1.000E-25   8.620E-19   1.000E-25
 8.480E-02   8.892E+00   1.000E-25   6.485E-08   1.428E-21   9.283E-08   2.374E-19   1.000E-25   3.364E-09   1.000E-25   8.623E-19   1.000E-25
 8.480E-02   8.904E+00   1.000E-25   6.494E-08   1.425E-21   9.283E-08   2.372E-19   1.000E-25   3.364E-09   1.000E-25   8.625E-19   1.000E-25
 8.480E-02   8.916E+00   1.000E-25   6.502E-08   1.421E-21   9.283E-08   2.370E-19   1.000E-25   3.364E-09   1.000E-25   8.628E-19   1.000E-25
 8.480E-02   8.927E+00   1.000E-25   6.511E-08   1.418E-21   9.283E-08   2.369E-19   1.000E-25   3.364E-09   1.000E-25   8.630E-19   1.000E-25
 8.480E-02   8.939E+00   1.000E-25   6.520E-08   1.414E-21   9.283E-08   2.367E-19   1.000E-25   3.364E-09   1.000E-25   8.633E-19   1.000E-25
 8.480E-02   8.950E+00   1.000E-25   6.528E-08   1.411E-21   9.283E-08   2.366E-19   1.000E-25   3.364E-09   1.000E-25   8.636E-19   1.000E-25
 8.480E-02   8.962E+00   1.000E-25   6.537E-08   1.407E-21   9.283E-08   2.364E-19   1.000E-25   3.364E-09   1.000E-25   8.638E-19   1.000E-25
 8.480E-02   8.973E+00   1.000E-25   6.546E-08   1.404E-21   9.283E-08   2.362E-19   1.000E-25   3.364E-09   1.000E-25   8.641E-19   1.000E-25
 8.480E-02   8.985E+00   1.000E-25   6.554E-08   1.400E-21   9.283E-08   2.361E-19   1.000E-25   3.364E-09   1.000E-25   8.643E-19   1.000E-25
 8.480E-02   8.997E+00   1.000E-25   6.563E-08   1.397E-21   9.283E-08   2.359E-19   1.000E-25   3.364E-09   1.000E-25   8.646E-19   1.000E-25
 8.480E-02   9.008E+00   1.000E-25   6.571E-08   1.394E-21   9.283E-08   2.358E-19   1.000E-25   3.364E-09   1.000E-25   8.648E-19   1.000E-25
 8.480E-02   9.020E+00   1.000E-25   6.580E-08   1.391E-21   9.283E-08   2.357E-19   1.000E-25   3.364E-09   1.000E-25   8.651E-19   1.000E-25
 8.480E-02   9.031E+00   1.000E-25   6.589E-08   1.387E-21   9.283E-08   2.355E-19   1.000E-25   3.364E-09   1.000E-25   8.653E-19   1.000E-25
 8.480E-02   9.043E+00   1.000E-25   6.597E-08   1.384E-21   9.283E-08   2.354E-19   1.000E-25   3.364E-09   1.000E-25   8.656E-19   1.000E-25
 8.480E-02   9.055E+00   1.000E-25   6.606E-08   1.381E-21   9.283E-08   2.352E-19   1.000E-25   3.364E-09   1.000E-25   8.658E-19   1.000E-25
 8.480E-02   9.066E+00   1.000E-25   6.615E-08   1.377E-21   9.283E-08   2.351E-19   1.000E-25   3.364E-09   1.000E-25   8.661E-19   1.000E-25
 8.480E-02   9.078E+00   1.000E-25   6.623E-08   1.374E-21   9.283E-08   2.349E-19   1.000E-25   3.364E-09   1.000E-25   8.663E-19   1.000E-25
 8.480E-02   9.089E+00   1.000E-25   6.632E-08   1.371E-21   9.283E-08   2.348E-19   1.000E-25   3.364E-09   1.000E-25   8.666E-19   1.000E-25
 8.480E-02   9.101E+00   1.000E-25   6.640E-08   1.367E-21   9.283E-08   2.346E-19   1.000E-25   3.364E-09   1.000E-25   8.668E-19   1.000E-25
 8.480E-02   9.113E+00   1.000E-25   6.649E-08   1.364E-21   9.283E-08   2.345E-19   1.000E-25   3.364E-09   1.000E-25   8.671E-19   1.000E-25
 8.480E-02   9.124E+00   1.000E-25   6.658E-08   1.361E-21   9.283E-08   2.343E-19   1.000E-25   3.364E-09   1.000E-25   8.673E-19   1.000E-25
 8.480E-02   9.136E+00   1.000E-25   6.666E-08   1.358E-21   9.283E-08   2.342E-19   1.000E-25   3.364E-09   1.000E-25   8.676E-19   1.000E-25
 8.480E-02   9.147E+00   1.000E-25   6.675E-08   1.354E-21   9.283E-08   2.340E-19   1.000E-25   3.364E-09   1.000E-25   8.678E-19   1.000E-25
 8.480E-02   9.159E+00   1.000E-25   6.684E-08   1.351E-21   9.283E-08   2.339E-19   1.000E-25   3.364E-09   1.000E-25   8.681E-19   1.000E-25
 8.480E-02   9.170E+00   1.000E-25   6.692E-08   1.348E-21   9.283E-08   2.337E-19   1.000E-25   3.364E-09   1.000E-25   8.683E-19   1.000E-25
 8.480E-02   9.182E+00   1.000E-25   6.701E-08   1.344E-21   9.283E-08   2.335E-19   1.000E-25   3.364E-09   1.000E-25   8.686E-19   1.000E-25
 8.480E-02   9.194E+00   1.000E-25   6.710E-08   1.341E-21   9.283E-08   2.334E-19   1.000E-25   3.364E-09   1.000E-25   8.688E-19   1.000E-25
 8.480E-02   9.205E+00   1.000E-25   6.718E-08   1.338E-21   9.283E-08   2.333E-19   1.000E-25   3.364E-09   1.000E-25   8.691E-19   1.000E-25
 8.480E-02   9.217E+00   1.000E-25   6.727E-08   1.335E-21   9.283E-08   2.332E-19   1.000E-25   3.364E-09   1.000E-25   8.693E-19   1.000E-25
 8.480E-02   9.228E+00   1.000E-25   6.735E-08   1.332E-21   9.283E-08   2.330E-19   1.000E-25   3.364E-09   1.000E-25   8.696E-19   1.000E-25
 8.480E-02   9.240E+00   1.000E-25   6.744E-08   1.329E-21   9.283E-08   2.329E-19   1.000E-25   3.364E-09   1.000E-25   8.698E-19   1.000E-25
 8.480E-02   9.252E+00   1.000E-25   6.753E-08   1.326E-21   9.283E-08   2.327E-19   1.000E-25   3.364E-09   1.000E-25   8.701E-19   1.000E-25
 8.480E-02   9.263E+00   1.000E-25   6.761E-08   1.323E-21   9.283E-08   2.326E-19   1.000E-25   3.364E-09   1.000E-25   8.703E-19   1.000E-25
 8.480E-02   9.275E+00   1.000E-25   6.770E-08   1.320E-21   9.283E-08   2.325E-19   1.000E-25   3.364E-09   1.000E-25   8.706E-19   1.000E-25
 8.480E-02   9.286E+00   1.000E-25   6.779E-08   1.317E-21   9.283E-08   2.323E-19   1.000E-25   3.364E-09   1.000E-25   8.708E-19   1.000E-25
 8.480E-02   9.298E+00   1.000E-25   6.787E-08   1.313E-21   9.283E-08   2.322E-19   1.000E-25   3.364E-09   1.000E-25   8.711E-19   1.000E-25
 8.480E-02   9.310E+00   1.000E-25   6.796E-08   1.310E-21   9.283E-08   2.320E-19   1.000E-25   3.364E-09   1.000E-25   8.713E-19   1.000E-25
 8.480E-02   9.321E+00   1.000E-25   6.804E-08   1.307E-21   9.283E-08   2.319E-19   1.000E-25   3.364E-09   1.000E-25   8.716E-19   1.000E-25
 8.480E-02   9.333E+00   1.000E-25   6.813E-08   1.304E-21   9.283E-08   2.318E-19   1.000E-25   3.364E-09   1.000E-25   8.718E-19   1.000E-25
 8.480E-02   9.344E+00   1.000E-25   6.822E-08   1.301E-21   9.283E-08   2.316E-19   1.000E-25   3.364E-09   1.000E-25   8.721E-19   1.000E-25
 8.480E-02   9.356E+00   1.000E-25   6.830E-08   1.298E-21   9.283E-08   2.315E-19   1.000E-25   3.364E-09   1.000E-25   8.723E-19   1.000E-25
 8.480E-02   9.367E+00   1.000E-25   6.839E-08   1.295E-21   9.283E-08   2.313E-19   1.000E-25   3.364E-09   1.000E-25   8.726E-19   1.000E-25
 8.480E-02   9.379E+00   1.000E-25   6.848E-08   1.292E-21   9.283E-08   2.312E-19   1.000E-25   3.364E-09   1.000E-25   8.728E-19   1.000E-25
 8.480E-02   9.391E+00   1.000E-25   6.856E-08   1.288E-21   9.283E-08   2.310E-19   1.000E-25   3.364E-09   1.000E-25   8.731E-19   1.000E-25
 8.480E-02   9.402E+00   1.000E-25   6.865E-08   1.285E-21   9.283E-08   2.309E-19   1.000E-25   3.364E-09   1.000E-25   8.733E-19   1.000E-25
 8.480E-02   9.414E+00   1.000E-25   6.874E-08   1.282E-21   9.283E-08   2.307E-19   1.000E-25   3.364E-09   1.000E-25   8.736E-19   1.000E-25
 8.480E-02   9.425E+00   1.000E-25   6.882E-08   1.280E-21   9.283E-08   2.306E-19   1.000E-25   3.364E-09   1.000E-25   8.739E-19   1.000E-25
 8.480E-02   9.437E+00   1.000E-25   6.891E-08   1.277E-21   9.283E-08   2.305E-19   1.000E-25   3.364E-09   1.000E-25   8.741E-19   1.000E-25
 8.480E-02   9.449E+00   1.000E-25   6.899E-08   1.274E-21   9.283E-08   2.303E-19   1.000E-25   3.364E-09   1.000E-25   8.744E-19   1.000E-25
 8.480E-02   9.460E+00   1.000E-25   6.908E-08   1.271E-21   9.283E-08   2.302E-19   1.000E-25   3.364E-09   1.000E-25   8.746E-19   1.000E-25
 8.480E-02   9.472E+00   1.000E-25   6.917E-08   1.268E-21   9.283E-08   2.301E-19   1.000E-25   3.364E-09   1.000E-25   8.749E-19   1.000E-25
 8.480E-02   9.483E+00   1.000E-25   6.925E-08   1.265E-21   9.283E-08   2.300E-19   1.000E-25   3.364E-09   1.000E-25   8.751E-19   1.000E-25
 8.480E-02   9.495E+00   1.000E-25   6.934E-08   1.262E-21   9.283E-08   2.298E-19   1.000E-25   3.364E-09   1.000E-25   8.754E-19   1.000E-25
 8.480E-02   9.507E+00   1.000E-25   6.943E-08   1.259E-21   9.283E-08   2.297E-19   1.000E-25   3.364E-09   1.000E-25   8.756E-19   1.000E-25
 8.480E-02   9.518E+00   1.000E-25   6.951E-08   1.257E-21   9.283E-08   2.296E-19   1.000E-25   3.364E-09   1.000E-25   8.759E-19   1.000E-25
 8.480E-02   9.530E+00   1.000E-25   6.960E-08   1.254E-21   9.283E-08   2.295E-19   1.000E-25   3.364E-09   1.000E-25   8.761E-19   1.000E-25
 8.480E-02   9.541E+00   1.000E-25   6.969E-08   1.251E-21   9.283E-08   2.293E-19   1.000E-25   3.364E-09   1.000E-25   8.764E-19   1.000E-25
 8.480E-02   9.553E+00   1.000E-25   6.977E-08   1.248E-21   9.283E-08   2.292E-19   1.000E-25   3.364E-09   1.000E-25   8.766E-19   1.000E-25
 8.480E-02   9.564E+00   1.000E-25   6.986E-08   1.245E-21   9.283E-08   2.290E-19   1.000E-25   3.364E-09   1.000E-25   8.769E-19   1.000E-25
 8.480E-02   9.576E+00   1.000E-25   6.994E-08   1.242E-21   9.283E-08   2.289E-19   1.000E-25   3.364E-09   1.000E-25   8.771E-19   1.000E-25
 8.480E-02   9.588E+00   1.000E-25   7.003E-08   1.239E-21   9.283E-08   2.288E-19   1.000E-25   3.364E-09   1.000E-25   8.774E-19   1.000E-25
 8.480E-02   9.599E+00   1.000E-25   7.012E-08   1.236E-21   9.283E-08   2.286E-19   1.000E-25   3.364E-09   1.000E-25   8.776E-19   1.000E-25
 8.480E-02   9.611E+00   1.000E-25   7.020E-08   1.233E-21   9.283E-08   2.285E-19   1.000E-25   3.364E-09   1.000E-25   8.779E-19   1.000E-25
 8.480E-02   9.622E+00   1.000E-25   7.029E-08   1.230E-21   9.283E-08   2.283E-19   1.000E-25   3.364E-09   1.000E-25   8.781E-19   1.000E-25
 8.480E-02   9.634E+00   1.000E-25   7.038E-08   1.227E-21   9.283E-08   2.282E-19   1.000E-25   3.364E-09   1.000E-25   8.784E-19   1.000E-25
 8.480E-02   9.646E+00   1.000E-25   7.046E-08   1.224E-21   9.283E-08   2.280E-19   1.000E-25   3.364E-09   1.000E-25   8.786E-19   1.000E-25
 8.480E-02   9.657E+00   1.000E-25   7.055E-08   1.222E-21   9.283E-08   2.279E-19   1.000E-25   3.364E-09   1.000E-25   8.789E-19   1.000E-25
 8.480E-02   9.669E+00   1.000E-25   7.063E-08   1.219E-21   9.283E-08   2.278E-19   1.000E-25   3.364E-09   1.000E-25   8.791E-19   1.000E-25
 8.480E-02   9.680E+00   1.000E-25   7.072E-08   1.216E-21   9.283E-08   2.277E-19   1.000E-25   3.364E-09   1.000E-25   8.794E-19   1.000E-25
 8.480E-02   9.692E+00   1.000E-25   7.081E-08   1.214E-21   9.283E-08   2.275E-19   1.000E-25   3.364E-09   1.000E-25   8.796E-19   1.000E-25
 8.480E-02   9.703E+00   1.000E-25   7.089E-08   1.211E-21   9.283E-08   2.274E-19   1.000E-25   3.364E-09   1.000E-25   8.799E-19   1.000E-25
 8.480E-02   9.715E+00   1.000E-25   7.098E-08   1.208E-21   9.283E-08   2.273E-19   1.000E-25   3.364E-09   1.000E-25   8.801E-19   1.000E-25
 8.480E-02   9.727E+00   1.000E-25   7.107E-08   1.206E-21   9.283E-08   2.271E-19   1.000E-25   3.364E-09   1.000E-25   8.804E-19   1.000E-25
 8.480E-02   9.738E+00   1.000E-25   7.115E-08   1.203E-21   9.283E-08   2.270E-19   1.000E-25   3.364E-09   1.000E-25   8.806E-19   1.000E-25
 8.480E-02   9.750E+00   1.000E-25   7.124E-08   1.200E-21   9.283E-08   2.269E-19   1.000E-25   3.364E-09   1.000E-25   8.809E-19   1.000E-25
 8.480E-02   9.761E+00   1.000E-25   7.133E-08   1.198E-21   9.283E-08   2.268E-19   1.000E-25   3.364E-09   1.000E-25   8.811E-19   1.000E-25
 8.480E-02   9.773E+00   1.000E-25   7.141E-08   1.195E-21   9.283E-08   2.266E-19   1.000E-25   3.364E-09   1.000E-25   8.814E-19   1.000E-25
 8.480E-02   9.785E+00   1.000E-25   7.150E-08   1.192E-21   9.283E-08   2.265E-19   1.000E-25   3.364E-09   1.000E-25   8.816E-19   1.000E-25
 8.480E-02   9.796E+00   1.000E-25   7.158E-08   1.190E-21   9.283E-08   2.264E-19   1.000E-25   3.364E-09   1.000E-25   8.819E-19   1.000E-25
 8.480E-02   9.808E+00   1.000E-25   7.167E-08   1.187E-21   9.283E-08   2.263E-19   1.000E-25   3.364E-09   1.000E-25   8.821E-19   1.000E-25
 8.480E-02   9.819E+00   1.000E-25   7.176E-08   1.184E-21   9.283E-08   2.261E-19   1.000E-25   3.364E-09   1.000E-25   8.824E-19   1.000E-25
 8.480E-02   9.831E+00   1.000E-25   7.184E-08   1.181E-21   9.283E-08   2.260E-19   1.000E-25   3.364E-09   1.000E-25   8.826E-19   1.000E-25
 8.480E-02   9.843E+00   1.000E-25   7.193E-08   1.179E-21   9.283E-08   2.259E-19   1.000E-25   3.364E-09   1.000E-25   8.829E-19   1.000E-25
 8.480E-02   9.854E+00   1.000E-25   7.202E-08   1.176E-21   9.283E-08   2.258E-19   1.000E-25   3.364E-09   1.000E-25   8.831E-19   1.000E-25
 8.480E-02   9.866E+00   1.000E-25   7.210E-08   1.173E-21   9.283E-08   2.256E-19   1.000E-25   3.364E-09   1.000E-25   8.834E-19   1.000E-25
