                                                      NUCLIDE ABUNDANCE YIELDS
                                                      ------- --------- ------


 Computational parameters:
   cy = 0.300/  ct = 0.030/  initial temp = 8.48E-02/  final temp = 1.00E-02/  smallest abundances allowed = 1.00E-25
 Model parameters:
   g =  1.00/  tau = 885.70/  # nu =  3.00/  lambda =  0.000E+00/  xi-e =  0.000E+00/  xi-m =  0.000E+00/  xi-t =  0.000E+00

    SumX         time        N          P            D          T          He3          He4          Li7       Li8       N14       Fe56
-2.742E+05   2.025E+01   2.114E-07   2.239E-09   2.398E-09   1.551E-10   2.196E-14   2.500E-01   3.258E-08   3.583E-09   1.843E-19   1.616E-08
-2.742E+05   2.026E+01   2.113E-07   2.235E-09   2.401E-09   1.543E-10   2.190E-14   2.500E-01   3.256E-08   3.577E-09   1.843E-19   1.616E-08
-2.742E+05   2.028E+01   2.111E-07   2.230E-09   2.404E-09   1.534E-10   2.184E-14   2.500E-01   3.253E-08   3.571E-09   1.843E-19   1.616E-08
-2.742E+05   2.029E+01   2.110E-07   2.226E-09   2.408E-09   1.526E-10   2.178E-14   2.500E-01   3.251E-08   3.565E-09   1.843E-19   1.616E-08
-2.742E+05   2.030E+01   2.108E-07   2.222E-09   2.411E-09   1.518E-10   2.171E-14   2.500E-01   3.248E-08   3.559E-09   1.843E-19   1.616E-08
-2.742E+05   2.032E+01   2.107E-07   2.217E-09   2.414E-09   1.510E-10   2.165E-14   2.500E-01   3.246E-08   3.553E-09   1.843E-19   1.616E-08
-2.742E+05   2.033E+01   2.106E-07   2.213E-09   2.417E-09   1.502E-10   2.159E-14   2.500E-01   3.243E-08   3.547E-09   1.843E-19   1.616E-08
-2.742E+05   2.035E+01   2.104E-07   2.209E-09   2.421E-09   1.494E-10   2.153E-14   2.500E-01   3.240E-08   3.542E-09   1.843E-19   1.616E-08
-2.742E+05   2.036E+01   2.103E-07   2.204E-09   2.424E-09   1.485E-10   2.147E-14   2.500E-01   3.238E-08   3.536E-09   1.844E-19   1.616E-08
-2.742E+05   2.037E+01   2.101E-07   2.200E-09   2.427E-09   1.477E-10   2.141E-14   2.500E-01   3.235E-08   3.530E-09   1.844E-19   1.616E-08
-2.742E+05   2.039E+01   2.100E-07   2.196E-09   2.430E-09   1.469E-10   2.135E-14   2.500E-01   3.233E-08   3.524E-09   1.844E-19   1.616E-08
-2.742E+05   2.040E+01   2.099E-07   2.191E-09   2.434E-09   1.462E-10   2.129E-14   2.500E-01   3.230E-08   3.518E-09   1.844E-19   1.616E-08
-2.742E+05   2.042E+01   2.097E-07   2.187E-09   2.437E-09   1.454E-10   2.123E-14   2.500E-01   3.227E-08   3.512E-09   1.844E-19   1.616E-08
-2.742E+05   2.043E+01   2.096E-07   2.183E-09   2.440E-09   1.446E-10   2.118E-14   2.500E-01   3.225E-08   3.506E-09   1.844E-19   1.616E-08
-2.742E+05   2.044E+01   2.095E-07   2.178E-09   2.443E-09   1.438E-10   2.112E-14   2.500E-01   3.222E-08   3.500E-09   1.844E-19   1.616E-08
-2.742E+05   2.046E+01   2.093E-07   2.174E-09   2.447E-09   1.431E-10   2.106E-14   2.500E-01   3.220E-08   3.494E-09   1.844E-19   1.616E-08
-2.742E+05   2.047E+01   2.092E-07   2.170E-09   2.450E-09   1.423E-10   2.100E-14   2.500E-01   3.217E-08   3.488E-09   1.844E-19   1.616E-08
-2.742E+05   2.049E+01   2.090E-07   2.165E-09   2.453E-09   1.415E-10   2.094E-14   2.500E-01   3.214E-08   3.482E-09   1.844E-19   1.616E-08
-2.742E+05   2.050E+01   2.089E-07   2.161E-09   2.456E-09   1.408E-10   2.089E-14   2.500E-01   3.212E-08   3.476E-09   1.845E-19   1.616E-08
-2.742E+05   2.051E+01   2.088E-07   2.157E-09   2.460E-09   1.401E-10   2.083E-14   2.500E-01   3.209E-08   3.470E-09   1.845E-19   1.616E-08
-2.742E+05   2.053E+01   2.086E-07   2.153E-09   2.463E-09   1.393E-10   2.077E-14   2.500E-01   3.207E-08   3.464E-09   1.845E-19   1.616E-08
-2.742E+05   2.054E+01   2.085E-07   2.150E-09   2.466E-09   1.386E-10   2.072E-14   2.500E-01   3.204E-08   3.458E-09   1.845E-19   1.616E-08
-2.742E+05   2.056E+01   2.084E-07   2.146E-09   2.469E-09   1.378E-10   2.066E-14   2.500E-01   3.202E-08   3.453E-09   1.845E-19   1.616E-08
-2.742E+05   2.057E+01   2.082E-07   2.142E-09   2.472E-09   1.371E-10   2.061E-14   2.500E-01   3.199E-08   3.447E-09   1.846E-19   1.616E-08
-2.742E+05   2.058E+01   2.081E-07   2.138E-09   2.476E-09   1.364E-10   2.055E-14   2.500E-01   3.196E-08   3.441E-09   1.846E-19   1.616E-08
-2.742E+05   2.060E+01   2.079E-07   2.135E-09   2.479E-09   1.357E-10   2.050E-14   2.500E-01   3.194E-08   3.436E-09   1.846E-19   1.616E-08
-2.742E+05   2.061E+01   2.078E-07   2.131E-09   2.482E-09   1.349E-10   2.044E-14   2.500E-01   3.191E-08   3.431E-09   1.847E-19   1.616E-08
-2.742E+05   2.062E+01   2.077E-07   2.127E-09   2.485E-09   1.342E-10   2.039E-14   2.500E-01   3.189E-08   3.425E-09   1.847E-19   1.616E-08
-2.742E+05   2.064E+01   2.075E-07   2.123E-09   2.489E-09   1.335E-10   2.033E-14   2.500E-01   3.186E-08   3.420E-09   1.847E-19   1.616E-08
-2.742E+05   2.065E+01   2.074E-07   2.119E-09   2.492E-09   1.328E-10   2.028E-14   2.500E-01   3.183E-08   3.414E-09   1.847E-19   1.616E-08
-2.861E+05   2.067E+01   2.072E-07   2.116E-09   2.495E-09   1.321E-10   2.023E-14   2.500E-01   3.181E-08   3.409E-09   1.848E-19   1.616E-08
-2.861E+05   2.068E+01   2.071E-07   2.112E-09   2.498E-09   1.314E-10   2.017E-14   2.500E-01   3.178E-08   3.404E-09   1.848E-19   1.616E-08
-2.861E+05   2.069E+01   2.070E-07   2.108E-09   2.502E-09   1.307E-10   2.012E-14   2.500E-01   3.176E-08   3.398E-09   1.848E-19   1.616E-08
-2.861E+05   2.071E+01   2.068E-07   2.104E-09   2.505E-09   1.301E-10   2.007E-14   2.500E-01   3.173E-08   3.393E-09   1.848E-19   1.616E-08
-2.861E+05   2.072E+01   2.067E-07   2.101E-09   2.508E-09   1.294E-10   2.001E-14   2.500E-01   3.170E-08   3.387E-09   1.849E-19   1.616E-08
-2.861E+05   2.074E+01   2.066E-07   2.097E-09   2.511E-09   1.287E-10   1.996E-14   2.500E-01   3.168E-08   3.382E-09   1.849E-19   1.616E-08
-2.861E+05   2.075E+01   2.064E-07   2.093E-09   2.515E-09   1.280E-10   1.991E-14   2.500E-01   3.165E-08   3.377E-09   1.849E-19   1.616E-08
-2.861E+05   2.076E+01   2.063E-07   2.089E-09   2.518E-09   1.274E-10   1.986E-14   2.500E-01   3.163E-08   3.371E-09   1.849E-19   1.616E-08
-2.861E+05   2.078E+01   2.061E-07   2.085E-09   2.521E-09   1.267E-10   1.981E-14   2.500E-01   3.160E-08   3.366E-09   1.850E-19   1.616E-08
-2.861E+05   2.079E+01   2.060E-07   2.082E-09   2.524E-09   1.260E-10   1.976E-14   2.500E-01   3.157E-08   3.360E-09   1.850E-19   1.616E-08
-2.861E+05   2.081E+01   2.059E-07   2.078E-09   2.528E-09   1.254E-10   1.971E-14   2.500E-01   3.155E-08   3.355E-09   1.850E-19   1.616E-08
-2.861E+05   2.082E+01   2.057E-07   2.074E-09   2.531E-09   1.248E-10   1.966E-14   2.500E-01   3.152E-08   3.350E-09   1.850E-19   1.616E-08
-2.861E+05   2.083E+01   2.056E-07   2.070E-09   2.534E-09   1.241E-10   1.961E-14   2.500E-01   3.150E-08   3.344E-09   1.851E-19   1.616E-08
-2.861E+05   2.085E+01   2.055E-07   2.067E-09   2.537E-09   1.235E-10   1.956E-14   2.500E-01   3.147E-08   3.339E-09   1.851E-19   1.616E-08
-2.861E+05   2.086E+01   2.053E-07   2.063E-09   2.540E-09   1.228E-10   1.950E-14   2.500E-01   3.145E-08   3.333E-09   1.851E-19   1.616E-08
-2.861E+05   2.087E+01   2.052E-07   2.059E-09   2.542E-09   1.222E-10   1.945E-14   2.500E-01   3.142E-08   3.328E-09   1.851E-19   1.616E-08
-2.861E+05   2.089E+01   2.050E-07   2.055E-09   2.545E-09   1.216E-10   1.940E-14   2.500E-01   3.139E-08   3.323E-09   1.852E-19   1.616E-08
-2.861E+05   2.090E+01   2.049E-07   2.051E-09   2.548E-09   1.209E-10   1.935E-14   2.500E-01   3.137E-08   3.317E-09   1.852E-19   1.616E-08
-2.861E+05   2.092E+01   2.048E-07   2.048E-09   2.550E-09   1.203E-10   1.930E-14   2.500E-01   3.134E-08   3.312E-09   1.852E-19   1.616E-08
-2.861E+05   2.093E+01   2.046E-07   2.044E-09   2.553E-09   1.197E-10   1.925E-14   2.500E-01   3.132E-08   3.306E-09   1.852E-19   1.616E-08
-2.861E+05   2.094E+01   2.045E-07   2.040E-09   2.556E-09   1.191E-10   1.920E-14   2.500E-01   3.129E-08   3.301E-09   1.853E-19   1.616E-08
-2.861E+05   2.096E+01   2.043E-07   2.036E-09   2.558E-09   1.185E-10   1.915E-14   2.500E-01   3.126E-08   3.296E-09   1.853E-19   1.616E-08
-2.861E+05   2.097E+01   2.042E-07   2.033E-09   2.561E-09   1.179E-10   1.911E-14   2.500E-01   3.124E-08   3.290E-09   1.853E-19   1.616E-08
-2.861E+05   2.099E+01   2.041E-07   2.029E-09   2.564E-09   1.173E-10   1.906E-14   2.500E-01   3.121E-08   3.285E-09   1.853E-19   1.616E-08
-2.861E+05   2.100E+01   2.039E-07   2.025E-09   2.567E-09   1.167E-10   1.901E-14   2.500E-01   3.119E-08   3.279E-09   1.853E-19   1.616E-08
-2.861E+05   2.101E+01   2.038E-07   2.021E-09   2.569E-09   1.161E-10   1.896E-14   2.500E-01   3.116E-08   3.274E-09   1.854E-19   1.616E-08
-2.861E+05   2.103E+01   2.037E-07   2.017E-09   2.572E-09   1.155E-10   1.891E-14   2.500E-01   3.113E-08   3.269E-09   1.854E-19   1.616E-08
-2.861E+05   2.104E+01   2.035E-07   2.014E-09   2.575E-09   1.150E-10   1.887E-14   2.500E-01   3.111E-08   3.263E-09   1.854E-19   1.616E-08
-2.861E+05   2.106E+01   2.034E-07   2.010E-09   2.577E-09   1.144E-10   1.882E-14   2.500E-01   3.108E-08   3.258E-09   1.854E-19   1.616E-08
-2.861E+05   2.107E+01   2.032E-07   2.006E-09   2.580E-09   1.138E-10   1.877E-14   2.500E-01   3.106E-08   3.252E-09   1.855E-19   1.616E-08
-2.861E+05   2.108E+01   2.031E-07   2.002E-09   2.583E-09   1.133E-10   1.872E-14   2.500E-01   3.103E-08   3.247E-09   1.855E-19   1.616E-08
-2.861E+05   2.110E+01   2.030E-07   1.999E-09   2.585E-09   1.127E-10   1.868E-14   2.500E-01   3.101E-08   3.242E-09   1.855E-19   1.616E-08
-2.861E+05   2.111E+01   2.028E-07   1.995E-09   2.588E-09   1.121E-10   1.863E-14   2.500E-01   3.098E-08   3.236E-09   1.855E-19   1.616E-08
-2.861E+05   2.113E+01   2.027E-07   1.991E-09   2.591E-09   1.116E-10   1.859E-14   2.500E-01   3.095E-08   3.231E-09   1.856E-19   1.616E-08
-2.861E+05   2.114E+01   2.026E-07   1.987E-09   2.593E-09   1.110E-10   1.854E-14   2.500E-01   3.093E-08   3.226E-09   1.856E-19   1.616E-08
-2.861E+05   2.115E+01   2.024E-07   1.984E-09   2.596E-09   1.105E-10   1.849E-14   2.500E-01   3.090E-08   3.221E-09   1.856E-19   1.616E-08
-2.861E+05   2.117E+01   2.023E-07   1.981E-09   2.599E-09   1.099E-10   1.845E-14   2.500E-01   3.088E-08   3.216E-09   1.857E-19   1.616E-08
-2.861E+05   2.118E+01   2.021E-07   1.978E-09   2.602E-09   1.094E-10   1.840E-14   2.500E-01   3.085E-08   3.211E-09   1.857E-19   1.616E-08
-2.861E+05   2.119E+01   2.020E-07   1.974E-09   2.604E-09   1.089E-10   1.836E-14   2.500E-01   3.082E-08   3.206E-09   1.857E-19   1.616E-08
-2.861E+05   2.121E+01   2.019E-07   1.971E-09   2.607E-09   1.083E-10   1.831E-14   2.500E-01   3.080E-08   3.201E-09   1.858E-19   1.616E-08
-2.861E+05   2.122E+01   2.017E-07   1.968E-09   2.610E-09   1.078E-10   1.827E-14   2.500E-01   3.077E-08   3.196E-09   1.858E-19   1.616E-08
-2.861E+05   2.124E+01   2.016E-07   1.965E-09   2.612E-09   1.073E-10   1.823E-14   2.500E-01   3.075E-08   3.192E-09   1.858E-19   1.616E-08
-2.861E+05   2.125E+01   2.014E-07   1.961E-09   2.615E-09   1.068E-10   1.818E-14   2.500E-01   3.072E-08   3.187E-09   1.858E-19   1.616E-08
-2.861E+05   2.126E+01   2.013E-07   1.958E-09   2.618E-09   1.062E-10   1.814E-14   2.500E-01   3.069E-08   3.182E-09   1.859E-19   1.616E-08
-2.861E+05   2.128E+01   2.012E-07   1.955E-09   2.620E-09   1.057E-10   1.810E-14   2.500E-01   3.067E-08   3.177E-09   1.859E-19   1.616E-08
-2.742E+05   2.129E+01   2.010E-07   1.952E-09   2.623E-09   1.052E-10   1.805E-14   2.500E-01   3.064E-08   3.172E-09   1.859E-19   1.616E-08
-2.742E+05   2.131E+01   2.009E-07   1.949E-09   2.626E-09   1.047E-10   1.801E-14   2.500E-01   3.062E-08   3.167E-09   1.860E-19   1.616E-08
-2.742E+05   2.132E+01   2.008E-07   1.945E-09   2.629E-09   1.042E-10   1.797E-14   2.500E-01   3.059E-08   3.162E-09   1.860E-19   1.616E-08
-2.742E+05   2.133E+01   2.006E-07   1.942E-09   2.631E-09   1.037E-10   1.793E-14   2.500E-01   3.056E-08   3.158E-09   1.860E-19   1.616E-08
-2.742E+05   2.135E+01   2.005E-07   1.939E-09   2.634E-09   1.032E-10   1.788E-14   2.500E-01   3.054E-08   3.153E-09   1.861E-19   1.616E-08
-2.742E+05   2.136E+01   2.003E-07   1.936E-09   2.637E-09   1.027E-10   1.784E-14   2.500E-01   3.051E-08   3.148E-09   1.861E-19   1.616E-08
-2.742E+05   2.138E+01   2.002E-07   1.932E-09   2.639E-09   1.022E-10   1.780E-14   2.500E-01   3.049E-08   3.143E-09   1.861E-19   1.616E-08
-2.742E+05   2.139E+01   2.001E-07   1.929E-09   2.642E-09   1.017E-10   1.776E-14   2.500E-01   3.046E-08   3.138E-09   1.862E-19   1.616E-08
-2.742E+05   2.140E+01   1.999E-07   1.926E-09   2.645E-09   1.012E-10   1.772E-14   2.500E-01   3.044E-08   3.133E-09   1.862E-19   1.616E-08
-2.742E+05   2.142E+01   1.998E-07   1.923E-09   2.647E-09   1.007E-10   1.768E-14   2.500E-01   3.041E-08   3.128E-09   1.862E-19   1.616E-08
-2.742E+05   2.143E+01   1.997E-07   1.919E-09   2.650E-09   1.003E-10   1.764E-14   2.500E-01   3.038E-08   3.124E-09   1.863E-19   1.616E-08
-2.742E+05   2.144E+01   1.995E-07   1.916E-09   2.653E-09   9.978E-11   1.760E-14   2.500E-01   3.036E-08   3.119E-09   1.863E-19   1.616E-08
-2.742E+05   2.146E+01   1.994E-07   1.913E-09   2.656E-09   9.931E-11   1.756E-14   2.500E-01   3.033E-08   3.114E-09   1.863E-19   1.616E-08
-2.742E+05   2.147E+01   1.992E-07   1.910E-09   2.658E-09   9.884E-11   1.752E-14   2.500E-01   3.031E-08   3.109E-09   1.863E-19   1.616E-08
-2.742E+05   2.149E+01   1.991E-07   1.906E-09   2.661E-09   9.836E-11   1.748E-14   2.500E-01   3.028E-08   3.104E-09   1.864E-19   1.616E-08
-2.742E+05   2.150E+01   1.990E-07   1.903E-09   2.664E-09   9.789E-11   1.744E-14   2.500E-01   3.025E-08   3.099E-09   1.864E-19   1.616E-08
-2.742E+05   2.151E+01   1.988E-07   1.900E-09   2.666E-09   9.743E-11   1.740E-14   2.500E-01   3.023E-08   3.094E-09   1.864E-19   1.616E-08
-2.742E+05   2.153E+01   1.987E-07   1.897E-09   2.669E-09   9.698E-11   1.736E-14   2.500E-01   3.020E-08   3.090E-09   1.865E-19   1.616E-08
-2.742E+05   2.154E+01   1.985E-07   1.894E-09   2.672E-09   9.652E-11   1.732E-14   2.500E-01   3.018E-08   3.085E-09   1.865E-19   1.616E-08
-2.742E+05   2.156E+01   1.984E-07   1.890E-09   2.674E-09   9.607E-11   1.728E-14   2.500E-01   3.015E-08   3.080E-09   1.865E-19   1.616E-08
-2.742E+05   2.157E+01   1.983E-07   1.887E-09   2.677E-09   9.561E-11   1.724E-14   2.500E-01   3.012E-08   3.075E-09   1.866E-19   1.616E-08
-2.742E+05   2.158E+01   1.981E-07   1.884E-09   2.680E-09   9.516E-11   1.721E-14   2.500E-01   3.010E-08   3.070E-09   1.866E-19   1.616E-08
-2.742E+05   2.160E+01   1.980E-07   1.881E-09   2.683E-09   9.471E-11   1.717E-14   2.500E-01   3.007E-08   3.065E-09   1.866E-19   1.616E-08
-2.742E+05   2.161E+01   1.979E-07   1.877E-09   2.685E-09   9.428E-11   1.713E-14   2.500E-01   3.005E-08   3.061E-09   1.867E-19   1.616E-08
-2.742E+05   2.163E+01   1.977E-07   1.874E-09   2.688E-09   9.384E-11   1.709E-14   2.500E-01   3.002E-08   3.056E-09   1.867E-19   1.616E-08
-2.742E+05   2.164E+01   1.976E-07   1.871E-09   2.691E-09   9.340E-11   1.706E-14   2.500E-01   3.000E-08   3.051E-09   1.867E-19   1.616E-08
-2.742E+05   2.165E+01   1.974E-07   1.868E-09   2.693E-09   9.296E-11   1.702E-14   2.500E-01   2.997E-08   3.046E-09   1.868E-19   1.616E-08
-2.742E+05   2.167E+01   1.973E-07   1.864E-09   2.696E-09   9.252E-11   1.698E-14   2.500E-01   2.994E-08   3.041E-09   1.868E-19   1.616E-08
-2.742E+05   2.168E+01   1.972E-07   1.861E-09   2.699E-09   9.209E-11   1.695E-14   2.500E-01   2.992E-08   3.036E-09   1.868E-19   1.616E-08
-2.742E+05   2.170E+01   1.970E-07   1.858E-09   2.701E-09   9.167E-11   1.691E-14   2.500E-01   2.989E-08   3.031E-09   1.868E-19   1.616E-08
-2.742E+05   2.171E+01   1.969E-07   1.855E-09   2.704E-09   9.125E-11   1.687E-14   2.500E-01   2.987E-08   3.027E-09   1.869E-19   1.616E-08
-2.742E+05   2.172E+01   1.968E-07   1.852E-09   2.707E-09   9.083E-11   1.684E-14   2.500E-01   2.984E-08   3.022E-09   1.869E-19   1.616E-08
-2.742E+05   2.174E+01   1.966E-07   1.849E-09   2.709E-09   9.041E-11   1.680E-14   2.500E-01   2.981E-08   3.017E-09   1.869E-19   1.616E-08
-2.742E+05   2.175E+01   1.965E-07   1.846E-09   2.712E-09   8.999E-11   1.677E-14   2.500E-01   2.979E-08   3.012E-09   1.870E-19   1.616E-08
-2.742E+05   2.176E+01   1.963E-07   1.843E-09   2.715E-09   8.957E-11   1.673E-14   2.500E-01   2.976E-08   3.007E-09   1.870E-19   1.616E-08
-2.742E+05   2.178E+01   1.962E-07   1.840E-09   2.718E-09   8.916E-11   1.670E-14   2.500E-01   2.974E-08   3.002E-09   1.870E-19   1.616E-08
-2.742E+05   2.179E+01   1.961E-07   1.838E-09   2.720E-09   8.876E-11   1.666E-14   2.500E-01   2.971E-08   2.997E-09   1.871E-19   1.616E-08
-2.742E+05   2.181E+01   1.959E-07   1.835E-09   2.723E-09   8.835E-11   1.663E-14   2.500E-01   2.968E-08   2.993E-09   1.871E-19   1.616E-08
-2.742E+05   2.182E+01   1.958E-07   1.832E-09   2.726E-09   8.795E-11   1.660E-14   2.500E-01   2.966E-08   2.988E-09   1.871E-19   1.616E-08
-2.742E+05   2.183E+01   1.956E-07   1.829E-09   2.728E-09   8.754E-11   1.656E-14   2.500E-01   2.963E-08   2.983E-09   1.872E-19   1.616E-08
-2.742E+05   2.185E+01   1.955E-07   1.826E-09   2.731E-09   8.714E-11   1.653E-14   2.500E-01   2.961E-08   2.978E-09   1.872E-19   1.616E-08
-2.742E+05   2.186E+01   1.954E-07   1.823E-09   2.734E-09   8.674E-11   1.649E-14   2.500E-01   2.958E-08   2.973E-09   1.872E-19   1.616E-08
-2.742E+05   2.188E+01   1.952E-07   1.820E-09   2.736E-09   8.635E-11   1.646E-14   2.500E-01   2.955E-08   2.968E-09   1.873E-19   1.616E-08
-2.742E+05   2.189E+01   1.951E-07   1.817E-09   2.739E-09   8.596E-11   1.643E-14   2.500E-01   2.953E-08   2.963E-09   1.873E-19   1.616E-08
-2.742E+05   2.190E+01   1.950E-07   1.814E-09   2.742E-09   8.557E-11   1.639E-14   2.500E-01   2.950E-08   2.959E-09   1.873E-19   1.616E-08
-2.742E+05   2.192E+01   1.948E-07   1.811E-09   2.745E-09   8.519E-11   1.636E-14   2.500E-01   2.948E-08   2.954E-09   1.874E-19   1.616E-08
-2.742E+05   2.193E+01   1.947E-07   1.808E-09   2.747E-09   8.480E-11   1.633E-14   2.500E-01   2.945E-08   2.949E-09   1.874E-19   1.616E-08
-2.742E+05   2.195E+01   1.945E-07   1.805E-09   2.750E-09   8.441E-11   1.630E-14   2.500E-01   2.943E-08   2.944E-09   1.874E-19   1.616E-08
-2.742E+05   2.196E+01   1.944E-07   1.802E-09   2.753E-09   8.402E-11   1.627E-14   2.500E-01   2.940E-08   2.939E-09   1.874E-19   1.616E-08
-2.742E+05   2.197E+01   1.943E-07   1.799E-09   2.755E-09   8.365E-11   1.623E-14   2.500E-01   2.937E-08   2.935E-09   1.875E-19   1.616E-08
-2.742E+05   2.199E+01   1.941E-07   1.796E-09   2.758E-09   8.328E-11   1.620E-14   2.500E-01   2.935E-08   2.930E-09   1.875E-19   1.616E-08
-2.742E+05   2.200E+01   1.940E-07   1.793E-09   2.761E-09   8.291E-11   1.617E-14   2.500E-01   2.932E-08   2.926E-09   1.875E-19   1.616E-08
-2.742E+05   2.202E+01   1.938E-07   1.790E-09   2.763E-09   8.254E-11   1.614E-14   2.500E-01   2.930E-08   2.922E-09   1.876E-19   1.616E-08
-2.742E+05   2.203E+01   1.937E-07   1.787E-09   2.766E-09   8.217E-11   1.611E-14   2.500E-01   2.927E-08   2.917E-09   1.876E-19   1.616E-08
-2.742E+05   2.204E+01   1.936E-07   1.784E-09   2.769E-09   8.180E-11   1.608E-14   2.500E-01   2.924E-08   2.913E-09   1.876E-19   1.616E-08
-2.742E+05   2.206E+01   1.934E-07   1.781E-09   2.771E-09   8.143E-11   1.605E-14   2.500E-01   2.922E-08   2.909E-09   1.877E-19   1.616E-08
-2.742E+05   2.207E+01   1.933E-07   1.779E-09   2.773E-09   8.107E-11   1.601E-14   2.500E-01   2.920E-08   2.904E-09   1.877E-19   1.616E-08
-2.742E+05   2.208E+01   1.932E-07   1.776E-09   2.775E-09   8.072E-11   1.598E-14   2.500E-01   2.918E-08   2.900E-09   1.878E-19   1.616E-08
-2.742E+05   2.210E+01   1.930E-07   1.773E-09   2.778E-09   8.036E-11   1.595E-14   2.500E-01   2.916E-08   2.896E-09   1.878E-19   1.616E-08
-2.742E+05   2.211E+01   1.929E-07   1.771E-09   2.780E-09   8.001E-11   1.592E-14   2.500E-01   2.914E-08   2.891E-09   1.879E-19   1.616E-08
-2.742E+05   2.213E+01   1.927E-07   1.768E-09   2.782E-09   7.965E-11   1.589E-14   2.500E-01   2.912E-08   2.887E-09   1.879E-19   1.616E-08
-2.742E+05   2.214E+01   1.926E-07   1.765E-09   2.784E-09   7.930E-11   1.585E-14   2.500E-01   2.909E-08   2.883E-09   1.880E-19   1.616E-08
-2.742E+05   2.215E+01   1.925E-07   1.762E-09   2.786E-09   7.895E-11   1.582E-14   2.500E-01   2.907E-08   2.878E-09   1.881E-19   1.616E-08
-2.742E+05   2.217E+01   1.923E-07   1.760E-09   2.788E-09   7.861E-11   1.579E-14   2.500E-01   2.905E-08   2.874E-09   1.881E-19   1.616E-08
-2.742E+05   2.218E+01   1.922E-07   1.757E-09   2.790E-09   7.827E-11   1.576E-14   2.500E-01   2.903E-08   2.870E-09   1.882E-19   1.616E-08
-2.742E+05   2.220E+01   1.921E-07   1.754E-09   2.793E-09   7.793E-11   1.573E-14   2.500E-01   2.901E-08   2.866E-09   1.882E-19   1.616E-08
-2.742E+05   2.221E+01   1.919E-07   1.752E-09   2.795E-09   7.760E-11   1.570E-14   2.500E-01   2.899E-08   2.861E-09   1.883E-19   1.616E-08
-2.742E+05   2.222E+01   1.918E-07   1.749E-09   2.797E-09   7.726E-11   1.567E-14   2.500E-01   2.896E-08   2.857E-09   1.884E-19   1.616E-08
-2.742E+05   2.224E+01   1.916E-07   1.746E-09   2.799E-09   7.692E-11   1.564E-14   2.500E-01   2.894E-08   2.853E-09   1.884E-19   1.616E-08
-2.742E+05   2.225E+01   1.915E-07   1.744E-09   2.801E-09   7.659E-11   1.561E-14   2.500E-01   2.892E-08   2.848E-09   1.885E-19   1.616E-08
-2.742E+05   2.227E+01   1.914E-07   1.741E-09   2.803E-09   7.626E-11   1.558E-14   2.500E-01   2.890E-08   2.844E-09   1.885E-19   1.616E-08
-2.742E+05   2.228E+01   1.912E-07   1.738E-09   2.806E-09   7.594E-11   1.555E-14   2.500E-01   2.888E-08   2.840E-09   1.886E-19   1.616E-08
-2.742E+05   2.229E+01   1.911E-07   1.735E-09   2.808E-09   7.562E-11   1.552E-14   2.500E-01   2.886E-08   2.835E-09   1.887E-19   1.616E-08
-2.742E+05   2.231E+01   1.909E-07   1.733E-09   2.810E-09   7.530E-11   1.549E-14   2.500E-01   2.883E-08   2.831E-09   1.887E-19   1.616E-08
-2.742E+05   2.232E+01   1.908E-07   1.730E-09   2.812E-09   7.498E-11   1.546E-14   2.500E-01   2.881E-08   2.827E-09   1.888E-19   1.616E-08
-2.742E+05   2.233E+01   1.907E-07   1.727E-09   2.814E-09   7.466E-11   1.544E-14   2.500E-01   2.879E-08   2.822E-09   1.888E-19   1.616E-08
-2.742E+05   2.235E+01   1.905E-07   1.725E-09   2.816E-09   7.433E-11   1.541E-14   2.500E-01   2.877E-08   2.818E-09   1.889E-19   1.616E-08
-2.742E+05   2.236E+01   1.904E-07   1.722E-09   2.819E-09   7.401E-11   1.538E-14   2.500E-01   2.875E-08   2.814E-09   1.889E-19   1.616E-08
-2.742E+05   2.238E+01   1.903E-07   1.719E-09   2.821E-09   7.370E-11   1.535E-14   2.500E-01   2.873E-08   2.809E-09   1.890E-19   1.616E-08
